Length,Elapsed Time,L1 Cache miss,L2 Cache miss,L3 Cache miss,Num of instructions,Total cycles
74496,22.088001,72146,87538,24437,152514483,73219006
74624,21.935001,72233,91862,26351,152698787,73237032
74752,22.178001,72607,87938,25850,153007782,73466078
74880,22.316002,72907,86750,31523,153289513,73649806
75008,22.183001,72709,88424,24263,153492777,73709866
75136,22.034000,73053,85291,25901,153816297,73794075
75264,22.331001,73288,89042,23001,154147233,73987079
75392,22.286001,73496,88028,23563,154420333,74184643
75520,22.276001,73771,84341,24087,154752543,74302537
75648,22.323002,73332,84852,24979,154912463,74286662
75776,22.502001,74204,89988,35466,155221833,74522811
75904,22.512001,73631,86153,24882,155470973,74576701
76032,22.504002,74129,91069,23704,155860368,74835264
76160,22.425964,74315,85107,22603,156084202,74904717
76288,22.363001,73694,89696,46165,156434458,75128684
76416,22.501001,73867,87791,42883,156685328,75148336
76544,22.426001,75164,91040,27502,156928998,75286128
76672,22.674002,74750,88964,27901,157136167,75361335
76800,22.795002,74908,87811,30843,157392963,75539898
76928,22.759001,75082,88590,24279,157693268,75744806
77056,22.625002,75150,92842,29709,157906018,75789656
77184,22.956001,75366,96141,25953,158158793,75857072
77312,22.679001,75479,90043,30091,158388473,75993327
77440,22.767944,75421,86764,41227,158712914,76157221
77568,22.780001,75574,92576,42706,158984513,76285411
77696,22.777000,75699,94133,47300,159291663,76485673
77824,23.045002,75975,92834,32015,159659998,76589050
77952,23.241001,76150,92469,41730,159984379,76814161
78080,23.091002,76708,95812,27118,160220058,76873888
78208,23.201000,76303,93316,34326,160528903,77108268
78336,22.943001,76058,83234,32229,160840743,76983477
78464,23.124001,77139,95826,26173,161094229,77219070
78592,23.001001,76835,87453,40795,161424398,77322462
78720,23.291931,76852,91361,49351,161591713,77501123
78848,23.049002,77104,87421,39651,162023523,77670968
78976,23.149000,77333,86305,46208,162248257,77773901
79104,23.612001,77561,90849,38380,162588384,77836308
79232,23.461000,77183,84809,22529,162846108,77823096
79360,23.546001,77730,92155,44224,163244843,78315923
79488,23.528002,77973,90968,46101,163449658,78417965
79616,23.574001,77777,89753,48380,163744643,78589919
79744,23.946001,78899,91636,29260,163945116,78564856
79872,23.736002,78431,89245,37452,164366370,78724881
80000,23.798000,78204,84083,24222,164602413,78702547
80128,23.491001,78541,86396,24838,164844779,78793198
80256,23.540001,78887,90126,35491,165124069,79053986
80384,23.535002,79142,89367,38481,165433782,79224073
80512,23.686001,79000,89035,20248,165759808,79229025
80640,23.600000,79095,88234,30796,166005593,79400824
80768,23.651001,79001,86854,19399,166245893,79437371
80896,23.849001,79482,87606,32012,166532630,79695022
81024,23.772001,79739,86203,21264,166807265,79794698
81152,23.819000,79963,88885,28634,167107375,79917453
81280,23.922001,79580,82995,17481,167337879,80167361
81408,23.929001,80279,89661,46281,167626809,80398038
81536,23.909000,80594,92227,37262,167981846,80436342
81664,24.379002,81033,96019,26291,168279414,80770066
81792,23.942001,80415,87027,20700,168519084,80579440
81920,23.773001,81014,86308,19746,168974645,80763974
82048,24.038002,81045,87727,24198,169248404,80815173
82176,24.126001,81345,85432,23876,169600954,81098635
82304,24.469002,81695,97041,40069,169921881,81413735
82432,24.583002,82189,88725,26188,170400904,81551340
82560,24.439001,81813,90423,20567,170645180,81807615
82688,24.160002,80858,82997,14641,170881609,81630845
82816,24.155001,82402,86449,16942,171073449,81760012
82944,24.257002,82401,86146,18644,171519615,81937990
83072,24.350000,82255,87641,18518,171799974,82054579
83200,24.300001,83230,91198,17084,172063541,82187893
83328,24.295002,82930,85446,15678,172429519,82345315
83456,24.437000,83600,87242,15380,172721836,82492792
83584,24.539001,83566,91318,30447,173075484,82730691
83712,24.583002,82963,86187,13430,173466160,82928403
83840,24.590002,83578,91041,19596,173763049,82967276
83968,24.602001,84075,87361,16731,174215894,83190836
84096,24.649002,83660,90679,16384,174473344,83318387
84224,24.819000,83930,89262,21268,174893194,83520909
84352,24.741001,84141,91057,11739,175140869,83619623
84480,24.967001,84813,89256,28400,175336855,83792745
84608,24.632002,83924,90499,9722,175565089,83825012
84736,25.081001,85430,93261,9690,175885782,84107362
84864,24.619001,84061,88434,9282,176130383,84072086
84992,24.604002,85385,92368,15688,176392773,84200576
85120,24.922001,85579,89862,7758,176791462,84450140
85248,24.816002,85412,89366,5144,177049369,84536112
85376,24.812000,85426,91360,7115,177416228,84726011
85504,24.817001,85285,88027,9574,177592868,84836994
85632,24.711000,86098,91721,993,177887848,84823891
85760,25.298000,86054,90666,10305,178333093,85239579
85888,25.297001,86675,98324,9962,178579629,85365080
86016,25.013000,86545,88364,9471,179026648,85507224
86144,25.380001,86264,95691,20062,179369633,85783070
86272,25.922001,86897,94231,11766,179667254,85896742
86400,25.225000,86574,90794,7460,180041859,85981364
86528,25.206001,86964,90300,10418,180484649,86231416
86656,25.499001,87506,94433,4033,180728193,86327366
86784,25.683001,87689,97906,27148,181067920,86567847
86912,25.325001,87846,86893,1194,181268794,86405541
87040,25.488001,87685,88400,11094,181658754,86790988
87168,25.644001,87577,89210,7916,181948528,86989123
87296,25.446001,87947,92736,7980,182287233,87080617
87424,25.258001,88015,88368,750,182615318,87110592
87552,25.479002,88229,88212,5637,182982388,87350008
87680,25.840002,88501,98808,14252,183183368,87483198
87808,25.627001,88613,91190,7696,183539649,87585289
87936,25.660002,88684,93331,6345,183776798,87791708
88064,25.956001,89200,91503,3467,184109643,87848294
88192,25.868002,89698,91846,6729,184404320,88093053
88320,25.833002,89698,94343,12752,184708363,88127707
88448,25.885002,90137,92384,10037,185077020,88394462
88576,25.816002,89693,91835,956,185311474,88403796
88704,25.832001,90130,92706,2107,185687243,88538165
88832,26.006001,89813,87812,2177,186018404,88666467
88960,26.091002,90389,94015,2562,186373449,88874789
89088,26.178001,90708,96779,1423,186661789,89006525
89216,25.962002,90644,98989,1629,186974443,89069223
89344,26.575001,90814,96890,15972,187270120,89431950
89472,26.004002,90566,98439,1264,187526648,89332717
89600,26.261002,91248,101609,1541,187888700,89520931
89728,26.292002,91069,106634,5902,188158457,89670677
89856,26.103001,91345,101434,1372,188476294,89774166
89984,26.715002,91166,91110,2211,188718405,89877595
90112,26.227001,92608,97768,884,189124325,90132133
90240,26.147001,91570,95821,1429,189424732,90224941
90368,27.063002,92362,101316,14313,189681088,90467776
90496,26.252001,92489,103709,1079,189901298,90496606
90624,26.447001,93101,101143,1240,190326463,90690636
90752,26.854002,92717,103269,5683,190554004,90796525
90880,26.601002,93393,99624,1595,190810620,90961974
91008,26.782001,93418,101348,12618,191082858,91504686
91136,26.574001,93274,100509,1143,191493190,91196469
91264,26.733002,93083,105719,1693,191734379,91285293
91392,26.704000,93745,102591,1399,191958299,91421110
91520,27.199001,93999,102161,1053,192266864,91544515
91648,26.850000,94427,105592,6550,192666056,91842771
91776,26.754002,94247,103274,1869,192930209,91908434
91904,26.799002,94687,107244,1160,193149423,91966354
92032,26.854002,94942,106030,1160,193418624,92096760
92160,26.876001,95250,103021,1097,193755329,92267229
92288,26.902000,95218,102026,1460,194046369,92463610
92416,26.968000,93943,101640,1193,194321924,92533988
92544,27.354002,95715,106034,9591,194593261,92741573
92672,26.875002,95711,106093,1447,194921413,92870364
92800,26.972002,95565,104895,965,195262354,92977810
92928,27.243002,94990,106711,1506,195597039,93111294
93056,27.306002,95802,112882,7940,195860708,93316336
93184,27.476002,95923,106676,1736,196149508,93395954
93312,27.172001,96195,105866,1196,196374169,93492477
93440,27.497002,96472,110363,1763,196642439,93615380
93568,27.365002,96645,105875,1186,196877264,93697027
93696,27.519001,96832,105029,3049,197214399,93870458
93824,27.535002,97114,112922,3151,197450676,94069278
93952,27.579000,97442,106741,1883,197745784,94079962
94080,27.439001,97276,104826,1898,197898949,94259524
94208,27.524002,97325,107810,10226,198242223,94386567
94336,27.970001,98297,109674,11948,198571271,94595948
94464,27.705002,97597,108544,1269,198800409,94666346
94592,28.135002,98826,113681,18276,199104391,94916161
94720,27.761002,97857,109558,1593,199522339,95030327
94848,27.787001,97322,108814,1316,199893134,95186161
94976,27.705002,98962,102755,1080,200164449,95266393
95104,27.733002,97429,110588,1261,200323158,95406814
95232,27.848001,99224,109561,1348,200550859,95507425
95360,28.710001,99333,122345,61728,200770074,96225872
95488,28.465002,99609,110246,5464,201163423,95945455
95616,28.139002,99479,112266,1359,201452069,95865578
95744,28.813965,99060,115991,9274,201909491,96211113
95872,28.119001,99712,111098,1426,202237214,96237635
96000,28.192001,99497,104839,1620,202463179,96449874
96128,27.958002,99560,111729,1369,202718839,96474944
96256,28.165001,100422,110623,1147,203015679,96652504
96384,28.316002,100182,112125,2108,203275629,96831672
96512,28.294001,100907,113207,1568,203453135,96808505
96640,28.202002,100196,110964,1228,203815814,97090821
96768,28.479002,100863,111757,18392,204097989,97291246
96896,28.265001,100185,109858,1119,204535729,97376080
97024,28.344002,100944,111569,1318,204740004,97442345
97152,28.387001,101945,115829,2287,205060268,97614470
97280,28.482002,101795,112661,1833,205350709,97713101
97408,28.611002,101962,115823,2690,205646922,97848921
97536,28.470001,101534,114413,1640,206088424,98040434
97664,28.832001,102480,115568,15236,206329749,98212408
97792,28.579000,102838,112352,2358,206599429,98385767
97920,28.708002,102055,113664,1793,206907239,98467190
98048,28.723001,102210,112877,1176,207192079,98648722
98176,28.913002,102570,115296,1578,207539139,98823052
98304,28.961000,102985,118666,1405,207851375,98991075
98432,28.819002,103341,115420,4245,208180004,99175762
98560,28.949001,103256,117850,1634,208532029,99214895
98688,29.115002,103243,111496,1839,208800040,99462592
98816,29.097002,103112,117579,2194,209044269,99531845
98944,28.938002,103544,112676,1698,209246230,99621635
99072,28.971001,103869,118829,1235,209440579,99664412
99200,29.280001,103860,111578,1592,209725005,100081282
99328,29.063002,103634,117421,2014,210197859,100132651
99456,29.208002,103970,120925,2013,210430400,100158656
99584,29.406002,104682,117273,1938,210754984,100312808
99712,29.160002,104499,115657,1599,210923024,100445195
99840,29.618002,104734,128047,13928,211206156,100558391
99968,29.253002,104975,114214,1526,211529195,100799607
100096,29.347002,105107,119067,1742,211713560,100783488
100224,29.346001,104762,115273,1617,212100064,100939596
100352,29.645000,105347,123349,4426,212649834,101270137
100480,29.478001,105268,116466,1487,212869654,101300107
100608,29.514002,106080,121275,1686,213171064,101470941
100736,29.496002,105830,115882,2024,213354344,101516168
100864,29.704956,106276,119293,3442,213637604,101624448
100992,29.657001,106374,119234,1210,214004234,101800230
101120,29.570002,106080,118898,1386,214312829,101923453
101248,29.598001,106069,122947,1256,214590479,102106563
101376,29.875002,106695,122960,1433,214876865,102245484
101504,29.801001,107081,123657,10949,215190535,102454472
101632,29.791002,107106,118296,1232,215601764,102592409
101760,29.797001,106636,122251,1352,215772379,102689673
101888,30.023001,107037,113106,2780,216011735,102810614
102016,29.880001,107986,116815,1773,216413379,102943710
102144,30.016001,107648,117069,1261,216801740,103136855
102272,29.990002,106969,117918,1718,217034594,103333453
102400,30.419001,108035,116853,8927,217520407,103498893
102528,29.975002,108149,124985,1550,217750284,103642429
102656,30.017002,108904,122819,1190,218078355,103667501
102784,30.185001,108483,122116,1678,218311804,103837685
102912,30.708002,108420,117964,4220,218717840,104137587
103040,30.330002,108531,118682,1372,219101650,104197501
103168,30.334002,109323,120959,2826,219314241,104339591
103296,30.359001,109945,121409,2937,219545557,104496838
103424,30.294001,109603,121385,1367,219818400,104589559
103552,31.833002,112496,145881,49983,220076095,105408808
103680,30.463001,110052,121540,6442,220371681,104838138
103808,30.601929,110038,122019,12338,220583375,104950131
103936,30.469002,110106,125912,1806,220849985,105110910
104064,30.677002,110294,126805,6923,221268151,105258717
104192,31.821001,111521,143690,59056,221483130,106032011
104320,30.703001,111029,132449,5332,221714330,105460117
104448,30.584002,110681,123744,1511,222069505,105623808
104576,30.741001,110878,123322,4435,222368905,105693438
104704,30.836002,111258,124712,1652,222644540,105827529
104832,31.453001,111536,121479,2920,222787835,105989499
104960,31.167002,111725,124543,4412,223093770,106590521
105088,30.932001,111462,121322,1628,223417370,106257407
105216,30.964001,111413,123590,1795,223662079,106401292
105344,30.947002,111801,123669,2097,223932895,106470080
105472,31.263002,112278,125270,23749,224265774,106890289
105600,31.018002,112025,122664,2637,224609865,106804519
105728,31.607971,112557,127107,22327,224857210,107099862
105856,31.137001,112618,120776,1068,225059555,107031111
105984,31.274002,112983,123103,11076,225363500,107228185
106112,31.145002,112639,122981,2042,225666850,107288119
106240,31.305002,113352,131750,5490,225878125,107475233
106368,31.242001,113526,127648,3324,226129040,107602309
106496,31.250002,113565,126163,1144,226500725,107663617
106624,31.324001,113099,126383,1059,226886820,107872623
106752,31.875002,113731,127602,3153,227157295,108091847
106880,31.557001,114277,131156,12187,227342260,108132825
107008,31.835001,114481,133120,8596,227670735,108427036
107136,31.444002,114040,128106,1117,227954430,108460387
107264,31.380001,114363,132394,1987,228139965,108492605
107392,31.622002,114191,128112,3373,228395439,108596004
107520,31.624001,114674,132905,7788,228798574,108884560
107648,31.684002,114798,126491,1812,229012776,108910043
107776,31.682001,114871,133226,1049,229303345,109087503
107904,31.688002,114751,132752,951,229544960,109290887
108032,31.811001,115200,133494,1541,229919510,109358488
108160,38.408001,116200,129059,1350,230232553,132368343
108288,31.749002,115017,131695,1280,230388085,109592539
108416,32.086002,116188,127456,3339,230800315,109879405
108544,32.142002,116457,133564,11881,231167180,109973836
108672,31.843002,116186,132335,1037,231422785,110030787
108800,32.217003,116167,134999,18657,231762025,110387009
108928,31.999002,116133,132873,1046,232014865,110319596
109056,32.093002,116463,132585,2329,232335150,110541530
109184,32.138000,116608,128362,1226,232680455,110673773
109312,32.216003,117263,133848,1303,232939315,110729702
109440,32.238003,116704,132339,1585,233359570,111074684
109568,32.198002,116800,130408,1035,233716040,111142003
109696,32.306000,116667,134260,944,233966845,111245329
109824,32.335003,116520,134377,1546,234249645,111349736
109952,32.425003,118231,132098,1160,234457671,111492198
110080,32.554001,117278,135287,3596,234846050,111632164
110208,32.422001,118254,130859,1669,235250140,112017940
110336,32.445000,117573,133753,1481,235501051,111950329
110464,33.108002,117482,135931,2037,235733206,112062343
110592,32.553001,118485,135490,1574,236256801,112362383
110720,33.186001,118812,133966,3967,236463250,112545465
110848,33.289001,118822,145808,33413,236714515,112873582
110976,32.929001,118526,132167,6158,236915725,112720560
111104,32.721001,118548,136248,1129,237242750,112837788
111232,32.873001,118567,136004,1244,237628306,112968974
111360,33.070000,119249,132843,1488,237843805,113013844
111488,32.720001,118808,136213,1526,238062905,113186450
111616,32.867001,118866,132692,1618,238340690,113270439
111744,32.978001,119271,133253,15595,238596180,113519554
111872,33.052002,119207,135904,1325,238922485,113629168
112000,33.151001,119069,138573,1162,239031445,113754413
112128,33.091003,119916,140187,2191,239377386,113767488
112256,33.396000,119420,148184,1887,239656905,113963511
112384,33.124001,120257,138286,1802,239799541,114039777
112512,33.082001,120379,143261,1514,240026385,114127681
112640,33.186001,120403,142974,1946,240489460,114357939
112768,33.200001,120371,142077,1406,240698595,114510437
112896,33.407001,120432,139278,851,240927221,114612884
113024,33.415001,121064,141057,3944,241093011,114655118
113152,33.242001,120974,139357,1185,241433450,114776555
113280,33.357002,121199,134239,1342,241749191,114932771
113408,33.536003,121293,137297,1330,241919556,115060227
113536,33.426003,121400,138699,1230,242105211,115202373
113664,33.818001,121977,137794,9034,242605743,115497035
113792,33.502003,121663,145290,3621,242872960,115618208
113920,33.444000,121464,140414,1203,243075685,115558786
114048,34.157001,122103,142405,1899,243247676,115705061
114176,33.746002,122111,147325,1636,243604433,115804939
114304,33.799000,122505,146904,9509,243927232,116000987
114432,33.635002,122834,144988,1594,244165750,116048622
114560,33.677002,122583,143565,1769,244447275,116191596
114688,33.720001,123433,146843,1533,244871451,116408402
114816,33.848003,123871,145977,1652,245224547,116660877
114944,34.085003,125071,142225,1316,245554571,116739598
115072,33.974003,124554,145334,1129,245644211,116918021
115200,34.009003,124614,146914,1825,245950990,117025048
115328,34.202003,124836,138009,2070,246177546,117280784
115456,34.183002,125701,153436,7581,246371537,117256651
115584,33.913002,125093,142580,1085,246543195,117193812
115712,34.015003,126202,142894,1306,246858766,117418486
115840,34.063000,125428,144263,1476,247168015,117490072
115968,34.115002,126115,147690,1282,247364626,117623490
116096,34.152000,125677,147412,1883,247537590,117703654
116224,34.233002,126393,143579,2175,247897176,117902878
116352,34.230003,126253,144809,1073,248260576,118050326
116480,34.347000,126368,149787,3036,248486495,118227729
116608,34.559002,126880,141811,8066,248878336,118411377
116736,34.302002,125936,144980,1176,249388826,118596103
116864,34.318001,126349,151133,1398,249581750,118677695
116992,34.792000,127548,149662,4470,249842618,118877574
117120,34.410000,127609,142744,1061,250074416,118935621
117248,34.347000,127223,148365,1216,250430806,119055855
117376,34.581001,127037,150147,5376,250711297,119223910
117504,34.708984,127348,151572,1491,250838160,119273002
117632,34.510002,127372,147379,1264,251146995,119377365
117760,34.708000,127921,148784,961,251559306,119827532
117888,34.705002,127977,148947,1451,251839276,119836358
118016,34.620003,128068,146004,1112,252012071,119732049
118144,34.836002,127740,145441,1176,252098986,120140433
118272,34.714001,128155,147735,710,252514581,119974284
118400,34.909000,128508,149457,1745,252841201,120264450
118528,34.757000,128201,150428,1176,253063991,120336617
118656,34.907001,127661,152402,1154,253373940,120440751
118784,35.171001,128484,148905,1603,253943901,120824546
118912,35.436001,129717,157832,16120,254189794,120953209
119040,35.029003,129852,151940,1578,254506071,121042430
119168,35.033001,129263,155758,1103,254689225,121142648
119296,35.125000,130287,152485,1629,254999351,121303085
119424,35.226002,129343,151636,1251,255269315,121375063
119552,35.448002,129458,153291,2051,255448286,121499934
119680,35.415001,130704,146860,1889,255746268,121614213
119808,35.251003,130297,150503,1749,256125305,121826000
119936,35.415001,130501,148788,2118,256469341,121920310
120064,35.408936,130267,149666,2038,256835371,122060760
120192,35.399002,130379,155298,1281,256958271,122194034
120320,35.632000,130909,152742,3162,257263408,122380378
120448,36.265003,131622,162050,55813,257636081,122932435
120576,35.611000,131556,160295,1827,257876581,122660527
120704,35.658001,131236,151200,1257,258203256,122806668
120832,35.666000,131298,156245,1385,258756626,123074738
120960,36.425003,132638,159813,13185,258954043,123206441
121088,36.336002,131760,157889,4107,259299397,123337666
121216,35.782001,132158,144187,959,259457484,123425432
121344,35.817001,133190,147282,11833,259859323,123617240
121472,35.755001,131805,146389,932,260105238,123708332
121600,35.894001,133507,151435,1204,260242648,123917217
121728,36.042000,131663,156401,4096,260467729,123925234
121856,35.971001,132557,153379,1297,261018888,124145322
121984,36.122002,132870,154325,4600,261243209,124291120
122112,35.964001,132845,150254,2115,261434928,124324248
122240,35.977001,132995,150773,1481,261606308,124415118
122368,36.137001,133539,151304,13633,261896253,124620583
122496,36.073002,132721,152236,1814,262211029,124769552
122624,36.268002,133579,156755,15319,262457688,124820412
122752,36.395000,133747,147897,2264,262800838,125078918
122880,36.378002,135275,150582,6836,263209097,125255354
123008,36.411003,133328,157797,1250,263478733,125378722
123136,36.347000,134180,148960,2077,263731198,125458452
123264,36.484001,135290,152329,1613,263957533,125571607
123392,36.936001,135505,154841,10930,264323853,125994517
123520,36.427002,134900,154810,1208,264551878,125801925
123648,36.534000,134915,145841,1161,264718768,125907861
123776,36.659000,135794,154338,10761,264871753,126020338
123904,36.608002,136092,156292,1538,265284083,126164017
124032,36.601002,135998,156011,1473,265612564,126300402
124160,36.678001,136069,149972,1480,265965279,126486062
124288,36.824001,136117,154098,14322,266158078,126626032
124416,36.724003,136242,148824,1284,266414960,126675888
124544,36.689003,136869,153229,1227,266833803,126821085
124672,37.146000,136461,158896,14809,267189343,127250481
124800,36.914001,134896,151087,1766,267497174,127305052
124928,37.260002,136990,161417,15548,267878263,127518730
125056,37.103943,137025,153954,9155,268152934,127599481
125184,36.893002,137519,155851,1211,268466989,127588500
125312,37.054001,137367,151045,1620,268744768,127876695
125440,37.269001,138053,159213,1748,269172739,128049441
125568,37.044003,137715,152774,1699,269379338,128102144
125696,37.257000,138165,159839,6358,269583283,128227290
125824,37.393002,138589,153838,4182,269799130,128289335
125952,37.328003,136482,153687,1986,270242413,128462256
126080,37.371002,137228,153956,2274,270589079,128755601
126208,37.328003,139247,151241,2177,270803924,128773467
126336,37.353001,138646,151965,1663,271023044,128868555
126464,37.298000,137571,155952,1581,271343654,128989197
126592,37.431004,137513,163813,1299,271544572,129113455
126720,37.950001,139840,167726,19671,271832147,129362608
126848,37.471001,139602,163872,1415,272082816,129413889
126976,37.603001,140031,170033,1261,272552962,129628022
127104,37.880001,139342,167833,4177,272795482,129926345
127232,37.709003,139103,173672,1368,273043576,129933374
127360,37.796001,140470,167226,1322,273322611,130034159
127488,38.410950,141070,177328,24581,273722093,130344607
127616,37.841003,140381,171489,1300,273933548,130254511
127744,39.996002,143210,196777,66815,274162232,131204179
127872,38.717003,140738,168292,15739,274426262,130545199
128000,39.152000,141472,169670,38354,274833432,130823330
