Length,Elapsed Time,L1 Cache miss,L2 Cache miss,Num of instructions
18560,4.4030003548,3189,345,26589483
18688,4.1250000000,8664,159,26770591
18816,3.5600001812,1385,65,26968362
18944,3.6710002422,1831,70,27156984
19072,4.8980002403,2086,1181,27346846
19200,4.1680002213,4817,168,27514194
19328,4.0580000877,2781,69,27687505
19456,4.1300001144,2497,76,27947574
19584,6.0010004044,2789,94,28160793
19712,4.5180001259,1602,66,28369945
19840,4.8750000000,3901,82,28579920
19968,6.9860005379,2181,173,28764774
20096,3.9870002270,2370,91,28951070
20224,3.9810001850,2416,96,29140564
20352,4.4970002174,2274,81,29343167
20480,5.0500001907,2857,97,29608652
20608,4.0310001373,2132,60,29849880
20736,4.1330003738,2213,192,30048243
20864,4.1090002060,2600,85,30274088
20992,5.0810003281,1855,1205,30546858
21120,4.8920001984,2621,753,30722577
21248,5.7240004539,2107,291,30909028
21376,4.6880002022,2175,81,31140153
21504,4.4980001450,3571,68,31425542
21632,4.5100002289,2943,151,31699769
21760,5.4390001297,2652,76,31894954
21888,4.7160000801,2474,78,32128149
22016,6.5060005188,3033,63,32314541
22144,5.1320004463,2409,334,32523586
22272,4.5430002213,1865,64,32778286
22400,4.4900002480,2682,124,32977237
22528,5.7210001945,2030,227,33229182
22656,4.9840002060,2551,342,33423330
22784,4.6370000839,3598,117,33641824
22912,4.6070003510,2469,71,33844824
23040,5.2440004349,3882,105,34045459
23168,4.7380003929,3189,103,34259333
23296,5.8790001869,3723,459,34457545
23424,6.3380002975,2632,138,34658706
23552,4.7190003395,3222,93,34834123
23680,4.7960000038,2154,61,35071231
23808,5.7470002174,5478,212,35220413
23936,4.9940004349,5109,99,35498265
24064,6.7150001526,3236,1256,35655864
24192,5.2230000496,2619,402,35886177
24320,5.4230003357,2480,737,36104547
24448,5.9780001640,3754,138,36312124
24576,5.9160003662,2542,166,36518911
24704,5.2610001564,4500,111,36723742
24832,5.0150003433,2739,61,36949123
24960,5.4140000343,3462,848,37141921
25088,5.5760002136,2781,79,37400789
25216,5.1600003242,2714,84,37580868
25344,5.1630001068,4576,68,37778555
25472,6.1580004692,2518,70,38002204
25600,6.0360002518,3402,204,38269538
25728,6.0060005188,4505,89,38491280
25856,7.0100002289,6122,181,38678372
25984,5.8560004234,3118,1152,38869714
26112,6.1210002899,6750,285,39087933
26240,6.5240001678,4000,888,39236650
26368,6.2360000610,3594,513,39449175
26496,6.0500001907,5909,283,39647077
26624,5.9150004387,3093,373,39846133
26752,6.3650002480,2664,329,40053860
26880,6.5890002251,4134,131,40260697
27008,6.1750001907,10435,218,40475602
27136,7.0990004539,7442,206,40671856
27264,5.5900001526,2629,79,40884827
27392,6.9230003357,3509,78,41121255
27520,7.4100003242,6190,173,41356808
27648,5.7270002365,4666,135,41601204
27776,7.2550001144,3886,120,41761362
27904,7.4409790039,3068,395,41963825
28032,6.1980004311,4065,307,42126689
28160,7.5850005150,3465,409,42315622
28288,5.8100004196,3261,72,42493344
28416,6.2200002670,3441,136,42707429
28544,7.2170004845,2625,73,42882991
28672,7.5250005722,3842,221,43093085
28800,6.3270001411,4566,169,43294287
28928,6.9100003242,8729,232,43427871
29056,6.3850002289,4015,932,43639577
29184,6.3450002670,3312,449,43879945
29312,6.6380004883,4972,180,44072718
29440,7.2900004387,3388,1450,44287727
29568,7.3660001755,5500,562,44461042
29696,7.8480005264,7340,153,44696885
29824,6.5260004997,2388,664,44872933
29952,6.7050004005,6444,149,45089863
30080,8.3510007858,3413,533,45284313
30208,8.0810003281,10787,481,45566711
30336,7.3950004578,5256,1242,45771446
30464,7.5630002022,7024,1147,45967522
30592,6.4420003891,6169,214,46130891
30720,6.1080002785,3032,71,46343124
30848,7.6529541016,11364,252,46555828
30976,7.3370003700,3819,295,46714240
31104,8.0399999619,4676,2840,46929335
31232,6.7630004883,5827,134,47189930
31360,6.7150001526,4174,125,47427377
31488,9.4840002060,3531,75,47605813
31616,8.9640007019,5689,519,47803387
31744,9.2239999771,2910,1372,48021247
31872,7.8480005264,4973,204,48218142
32000,7.5250005722,3347,87,48437309
32128,6.5240001678,3295,74,48594980
32256,7.5340003967,7510,1327,48832195
32384,6.9470005035,3508,105,49007323
32512,7.4390001297,4854,81,49195137
32640,7.4270005226,4368,1386,49374372
32768,6.8780002594,9735,91,49574032
32896,8.1530008316,4341,232,49764862
33024,7.2900004387,6443,203,50002617
33152,7.0350003242,5725,160,50236337
33280,7.6070003510,18038,671,50453433
33408,7.4370002747,12347,345,50692535
33536,8.3050003052,3631,75,50918104
33664,7.3660001755,3474,410,51079919
33792,7.5340003967,3854,312,51238238
33920,9.8160009384,7188,252,51433080
34048,9.9860000610,7411,337,51664482
34176,7.5100002289,9295,166,51852601
34304,7.4760003090,4145,284,52062066
34432,7.3260002136,5538,158,52296243
34560,7.3000001907,4275,137,52505894
34688,7.6700005531,2755,406,52696260
34816,8.0930004120,7646,497,52931759
34944,8.2720003128,6780,251,53097367
35072,8.7770004272,3847,1552,53307388
35200,9.0310001373,4944,130,53527095
35328,7.9520001411,5956,234,53787479
35456,7.7120003700,5791,152,53983612
35584,7.4420003891,3416,78,54167829
35712,8.4300003052,4220,217,54355383
35840,7.6080002785,6179,73,54572519
35968,13.0590009689,3597,318,54797418
36096,11.0860004425,5085,90,55000080
36224,7.4880003929,3482,130,55208899
36352,8.2510004044,3335,1483,55357280
36480,8.1619262695,6797,1753,55566610
36608,8.4490003586,3972,67,55809031
36736,8.6579999924,4532,250,56038775
36864,8.4479999542,10842,204,56314173
36992,9.9550008774,4093,117,56498686
37120,8.3390007019,5957,174,56755454
37248,8.8900003433,4218,1173,56968043
37376,8.9230003357,13497,588,57183003
37504,9.7900009155,4777,845,57351028
37632,7.9700002670,4405,153,57580714
37760,8.7970008850,5197,165,57811052
37888,8.4670000076,4390,222,58013133
38016,9.7820005417,6387,108,58257891
38144,8.3060007095,5843,118,58448454
38272,9.6970005035,4371,1815,58642308
38400,8.7230005264,3544,290,58804627
38528,9.6110000610,5074,1787,58995795
38656,9.0640001297,5096,71,59183592
38784,8.9370002747,5703,620,59378860
38912,10.7450008392,4436,601,59660723
39040,8.3180007935,4258,68,59849414
39168,10.2949829102,4222,521,60097304
39296,9.4480009079,7659,167,60274236
39424,8.7030000687,6926,137,60531485
39552,10.0100002289,3511,1294,60758111
39680,9.4970006943,6946,246,61005493
39808,12.1280002594,3729,69,61195754
39936,8.5280008316,3995,502,61405370
40064,9.8090000153,5313,108,61597323
40192,9.6540002823,3818,628,61812980
40320,9.3480005264,5066,87,62020721
40448,10.1470003128,4084,1652,62220588
40576,9.3460006714,5378,215,62435205
40704,10.6010007858,9553,698,62654048
40832,9.0600004196,7926,330,62847869
40960,8.5500001907,4886,132,63146605
41088,9.6900005341,5296,78,63392813
41216,8.8330001831,5853,181,63689442
41344,10.1250009537,4020,1482,63857187
41472,9.7010002136,3862,235,64125327
41600,10.3690004349,5220,631,64327339
41728,8.9040002823,5345,113,64571362
41856,10.4670009613,10048,126,64852040
41984,9.6420001984,4680,2156,65173285
42112,10.4260005951,5519,134,65401081
42240,10.4550008774,5070,459,65548992
42368,11.0080003738,3852,62,65773753
42496,10.4760007858,4568,572,65962362
42624,10.3630008698,4276,1842,66176287
42752,9.2430000305,4191,103,66411558
42880,10.1680002213,6128,99,66662571
43008,9.2380008698,4463,78,66988193
43136,10.0630006790,4311,1739,67208919
43264,12.5690002441,6584,698,67535494
43392,11.6080007553,8365,198,67736294
43520,11.3010005951,8366,227,67942451
43648,9.2630004883,6123,281,68177211
43776,11.7970008850,7458,355,68457623
43904,10.7970008850,7139,140,68685511
44032,10.5970001221,6664,195,68902132
44160,11.1100006104,4863,118,69095599
44288,9.3290004730,4484,150,69311099
44416,10.4300003052,5751,220,69588333
44544,10.9270000458,7077,634,69832811
44672,9.7610006332,4882,189,70097085
44800,9.2900009155,4440,85,70331857
44928,11.5160007477,6772,357,70535269
45056,10.5440006256,5483,1267,70796209
45184,9.9730005264,5458,180,70974452
45312,9.7210006714,5894,133,71209043
45440,11.1790008545,7055,118,71403981
45568,10.5480003357,5251,287,71657102
45696,11.1260004044,9415,391,71848085
45824,10.6220006943,5823,1762,72118508
45952,10.7570009232,5539,178,72286229
46080,10.1550006866,4534,704,72530874
46208,11.0310001373,7976,531,72726394
46336,11.0010004044,6233,1854,72973719
46464,11.5510005951,5254,1970,73216654
46592,12.7490005493,5930,193,73412164
46720,13.2360010147,4629,346,73613608
46848,11.0090007782,5526,154,73822303
46976,12.0490007401,4940,1001,74001593
47104,10.4660005569,4476,1079,74196903
47232,10.7110004425,6686,1673,74431076
47360,10.5830001831,5864,549,74711883
47488,11.7340002060,7229,373,74899225
47616,10.6780004501,10395,293,75051281
47744,10.3000001907,6186,274,75298998
47872,13.3190002441,7547,584,75603233
48000,10.7730007172,12585,183,75769889
48128,10.8410005569,9930,383,76022577
48256,10.6510009766,3593,1081,76175013
48384,11.2730007172,4671,290,76408654
48512,11.3850002289,6113,171,76614817
48640,10.4380006790,4912,119,76880817
48768,11.2720003128,6259,1040,77195452
48896,11.9390001297,10956,670,77350899
49024,11.7390003204,12027,327,77556912
49152,11.5350008011,13299,699,77827994
49280,12.2730007172,7499,221,78085239
49408,11.6670007706,6497,959,78243419
49536,11.8650007248,7917,434,78382684
49664,11.9680004120,10567,254,78678837
49792,11.0990009308,6219,175,78904888
49920,13.4600009918,10358,3717,79078054
50048,11.4400005341,13252,304,79246436
50176,14.9190006256,12503,380,79598009
50304,12.8010005951,5034,3362,79820355
50432,10.9620008469,5768,245,80019278
50560,12.3520002365,6353,2844,80245531
50688,13.0310010910,7340,1220,80454139
50816,11.3940010071,7355,191,80722636
50944,11.8210000992,4833,850,80887814
51072,16.0460014343,5109,117,81163051
51200,11.6990003586,37506,194,81487684
51328,13.7310009003,4706,576,81710878
51456,14.6590003967,8026,553,81952013
51584,12.0220003128,7657,321,82141760
51712,13.1790008545,6486,3104,82332223
51840,14.1100006104,6745,967,82540889
51968,11.7800006866,8164,281,82737698
52096,12.3800001144,9162,245,82934836
52224,12.8570003510,8763,365,83192619
52352,12.6390008926,6029,166,83392393
52480,11.9040002823,6540,1389,83547217
52608,12.3470001221,12596,601,83776400
52736,13.8090009689,8314,229,84009085
52864,13.1570005417,10183,274,84205109
52992,11.9870004654,7306,225,84383531
53120,12.2540006638,6822,152,84574771
53248,12.0910005569,9875,308,84861625
53376,13.0560007095,8119,181,85072000
53504,11.9270009995,7262,268,85289011
53632,11.6370000839,7411,117,85441220
53760,14.9510011673,10813,3513,85690342
53888,12.4640007019,6796,244,85922535
54016,14.1040010452,6134,336,86140412
54144,12.7040004730,6287,133,86319272
54272,16.7310009003,6423,208,86561085
54400,12.6920003891,8555,428,86837107
54528,12.4370002747,5040,1243,87059603
54656,12.2540006638,9227,294,87264406
54784,12.3660001755,7091,1606,87548209
54912,12.2650003433,5913,1739,87765004
55040,12.0510005951,7388,140,87985082
55168,13.0440006256,5637,319,88212412
55296,12.8980007172,6918,114,88507202
55424,14.4560003281,16016,575,88693840
55552,12.8470010757,5487,201,88900547
55680,12.3890008926,5973,1460,89087506
55808,12.0840005875,6288,151,89292275
55936,12.5360002518,5622,87,89491547
56064,12.5450010300,5164,111,89673098
56192,14.3260002136,8195,413,89825808
56320,14.8240003586,6371,336,90084840
56448,14.1490011215,8035,118,90234846
56576,15.0400009155,7241,319,90429408
56704,13.6790008545,6382,2048,90636399
56832,14.2360010147,7832,1354,90896561
56960,13.9440002441,8954,217,91054505
57088,12.1200008392,6008,114,91219322
57216,14.9219360352,5513,154,91474569
57344,13.6390008926,7324,111,91712074
57472,12.9650001526,5132,394,91958540
57600,13.2880010605,5668,1306,92150490
57728,15.8240003586,6742,909,92290145
57856,14.9720010757,5828,528,92472983
57984,13.4310007095,8878,194,92638563
58112,19.3310012817,8634,440,92859174
58240,14.3640003204,6918,327,93086766
58368,14.0820007324,7284,1496,93397245
58496,13.7920007706,5804,92,93604915
58624,15.5160007477,6778,1510,93840914
58752,12.9670009613,7697,787,93957317
58880,14.6070003510,8789,339,94236631
59008,15.0550003052,9512,376,94407513
59136,12.9170007706,7842,233,94588026
59264,13.4860010147,7045,1408,94796472
59392,16.3610000610,8901,245,95107510
59520,14.4790010452,5642,150,95381644
59648,14.1810007095,7690,428,95516827
59776,15.9640007019,11313,532,95676961
59904,13.5470008850,7903,3707,95940391
60032,14.2310009003,6571,193,96211251
60160,13.3460006714,8008,192,96394721
60288,13.7870006561,8259,877,96615020
60416,13.4880008698,11498,424,96966551
60544,14.3610010147,12829,349,97149493
60672,14.5130004883,8248,197,97386109
60800,14.1400003433,7102,104,97487776
60928,15.6520004272,6898,332,97794330
61056,13.3100004196,9033,396,97940816
61184,13.2730007172,6510,112,98098882
61312,13.2110004425,7728,112,98341159
61440,15.6390008926,8339,1489,98620662
61568,13.9850006104,6701,4095,98837206
61696,14.1310005188,8702,646,99052448
61824,14.0710010529,6866,113,99194520
61952,15.9820003510,7625,655,99412797
62080,15.9160003662,9589,185,99653169
62208,14.6080007553,8511,2428,99863326
62336,14.3750009537,5305,1836,100119911
62464,14.6140003204,8163,215,100394221
62592,13.5230007172,9271,180,100622613
62720,13.3550004959,7226,78,100905001
62848,14.6400003433,12014,213,101020831
62976,16.9750003815,6300,5434,101274649
63104,16.4300003052,9975,138,101454094
63232,13.9260005951,7227,104,101668746
63360,14.7320003510,6088,105,101870791
63488,14.8490009308,6802,111,102136858
63616,14.6250009537,6943,1760,102333931
63744,16.4300003052,6699,138,102580102
63872,15.6330003738,5978,2438,102764730
64000,15.2330007553,9360,1898,103012019
64128,16.3970012665,8456,190,103203404
64256,16.4590015411,7760,1312,103404392
64384,14.8580007553,7309,615,103616100
64512,17.6650009155,11436,271,103860808
64640,14.4190006256,9003,157,104067636
64768,19.9630012512,8747,289,104311463
64896,14.8920011520,8182,750,104429072
65024,14.4840011597,8136,989,104638521
65152,16.0500011444,9439,992,104757741
65280,16.3619384766,13032,539,104987821
65408,15.9350004196,11468,986,105208614
65536,15.2250003815,20898,453,105440510
65664,15.3450002670,9367,1682,105665192
65792,17.6570014954,11330,3173,105846664
65920,14.6260004044,10732,271,106096700
66048,16.0320014954,15502,800,106361492
66176,15.1790008545,12701,419,106591377
66304,17.9200000763,9812,1402,106822610
66432,18.5350017548,9410,248,107056573
66560,16.3630008698,17745,379,107328334
66688,15.5610008240,19320,404,107580437
66816,15.7630004883,8479,2560,107861418
66944,16.7060012817,8586,1079,107945261
67072,15.8989257812,10257,264,108238731
67200,15.9140005112,9299,1648,108382909
67328,15.9100008011,9599,407,108618098
67456,15.1630010605,8156,158,108765499
67584,16.6630001068,18607,552,108995053
67712,16.1170005798,13994,430,109243138
67840,15.8710002899,8988,467,109391189
67968,15.3830003738,8229,191,109631365
68096,17.4510002136,22745,300,109877699
68224,22.6860008240,8528,183,110129120
68352,15.8400011063,9061,1500,110314637
68480,17.4650001526,7977,807,110520290
68608,17.0830001831,8254,316,110738698
68736,15.6060009003,7819,693,110983096
68864,17.0790004730,10344,965,111271517
68992,15.8800010681,7192,647,111404882
69120,16.2030010223,8541,1284,111637305
69248,18.1830005646,9258,480,111809517
69376,17.8810005188,19077,820,112061603
69504,15.4430007935,11271,248,112302999
69632,18.0970001221,13520,303,112565238
69760,16.6830005646,13621,688,112782437
69888,16.4200000763,8714,259,112974124
70016,15.8530006409,8401,1509,113216797
70144,18.3580017090,8950,347,113440393
70272,16.4970016479,12423,435,113609888
70400,16.6110000610,7305,5197,113850174
70528,17.8860015869,8848,296,114093572
70656,17.4200000763,10633,146,114378938
70784,16.8600006104,26771,198,114617173
70912,15.8260011673,7711,216,114835021
71040,16.5790004730,32001,294,114957211
71168,18.2770004272,7638,1579,115197347
71296,15.6620006561,7555,168,115351339
71424,15.9140005112,10351,231,115594983
71552,17.2330017090,10445,648,115777596
71680,17.0180015564,10311,1378,116048791
71808,18.1000003815,9726,149,116236671
71936,15.8140010834,8106,119,116484968
72064,17.5690002441,9554,129,116662204
72192,19.3660011292,8141,251,116961915
72320,15.9860010147,7533,280,117157166
72448,16.6810016632,8260,3570,117383296
72576,17.2880001068,9440,1172,117548875
72704,16.7620010376,12437,561,117727060
72832,18.8910007477,9651,1761,117959725
72960,16.6529998779,8597,395,118186828
73088,18.9010009766,10920,3044,118402246
73216,16.6459999084,9123,2100,118612879
73344,18.6760005951,7991,2496,118932107
73472,17.6490001678,27130,776,119203072
73600,16.2760009766,9002,180,119434241
73728,19.9760017395,12371,628,119727318
73856,17.3290004730,17741,706,119941906
73984,17.4910011292,13306,1881,120172032
74112,18.1080017090,7582,2509,120360970
74240,16.3990001678,11629,338,120691253
74368,19.0770015717,8334,326,120886429
74496,18.9490013123,12868,220,121142131
74624,17.6970005035,9693,1150,121286218
74752,19.3100013733,19140,769,121532755
74880,17.3770008087,13594,633,121754859
75008,17.1880016327,9509,1677,121915392
75136,18.0610008240,15544,830,122172337
75264,18.4910011292,10593,1083,122436515
75392,16.6780014038,7834,480,122653298
75520,17.8970012665,7689,590,122916347
75648,18.0940017700,12283,841,123042505
75776,18.0290012360,10712,240,123289828
75904,16.6260013580,8118,136,123486456
76032,17.5869998932,10275,297,123796237
76160,16.8170013428,8889,220,123972574
76288,18.0340003967,9528,733,124251100
76416,18.8860015869,8872,1180,124451060
76544,18.7970008850,9743,1092,124644387
76672,20.5930004120,11728,545,124807575
76800,18.2010002136,10069,347,125011072
76928,16.6230010986,9362,206,125250365
77056,19.6000003815,8526,2033,125418561
77184,19.1110000610,13057,452,125618903
77312,20.4690017700,9157,464,125800254
77440,18.2430000305,8026,4563,126059405
77568,18.5960006714,8902,227,126275972
77696,17.5060005188,11511,333,126519054
77824,18.7660007477,8234,1507,126814645
77952,18.1560001373,10949,400,127074000
78080,17.4300003052,11782,340,127260381
78208,18.9120006561,9286,216,127504560
78336,18.4490013123,7435,2557,127752598
78464,18.5500011444,9356,438,127954557
78592,19.2660007477,11056,192,128216646
78720,18.4440002441,19556,137,128346458
78848,17.1650009155,8790,322,128691393
78976,17.7200012207,8594,171,128869952
79104,18.6030006409,8628,147,129139917
79232,20.7960014343,9928,445,129343484
79360,17.9250011444,9292,239,129660974
79488,20.2020015717,7975,138,129821371
79616,21.0340003967,12337,121,130055852
79744,19.5130004883,9185,3434,130213680
79872,17.5069999695,10420,249,130549370
80000,18.7670001984,14742,4264,130735852
80128,17.5570011139,9738,254,130926767
80256,20.7100009918,12407,2720,131149000
80384,18.5880012512,9553,459,131393786
80512,18.5810012817,9188,290,131654325
80640,19.1590003967,9952,352,131848134
80768,20.0020008087,10606,195,132040052
80896,18.3990001678,9087,1509,132268233
81024,19.0130004883,17374,1250,132487172
81152,19.8340015411,10724,1934,132725296
81280,19.3080005646,9178,186,132904841
81408,17.9090003967,10382,208,133135747
81536,20.0110015869,10872,5399,133417028
81664,19.0190010071,10560,1853,133652059
81792,28.5750007629,10232,451,133842202
81920,20.4930000305,21823,501,134206260
82048,18.9330005646,12658,296,134426219
82176,21.7710018158,11803,949,134706136
82304,19.0170001984,12022,960,134959986
82432,21.1820011139,11981,1387,135344217
82560,19.5690002441,9510,1038,135537755
82688,20.3860015869,11907,5437,135723605
82816,20.2360000610,11752,555,135877048
82944,23.0580005646,10122,866,136236748
83072,19.2840003967,11605,534,136458768
83200,20.2500019073,19165,805,136668925
83328,19.6000003815,15382,2673,136959262
83456,20.8680019379,12908,3018,137191107
83584,19.8270015717,18086,809,137472463
83712,24.3450012207,8107,6091,137783077
83840,22.3530006409,12480,543,138022689
83968,20.2490005493,21964,1030,138386179
84096,21.3080005646,10072,784,138588075
84224,19.8370018005,10277,1812,138921430
84352,21.2330017090,16167,802,139117892
84480,20.6300010681,11967,2075,139271113
84608,20.5360012054,11450,821,139452818
84736,19.3670005798,11903,1907,139708467
84864,21.7850017548,10225,4391,139904918
84992,19.4620018005,18141,1930,140113695
85120,20.4060001373,12496,490,140430649
85248,21.1770019531,12687,726,140635793
85376,21.5840015411,10365,1103,140926928
85504,20.4080009460,11073,275,141066337
85632,21.1020011902,12515,898,141300680
85760,20.4240016937,11311,2709,141656673
85888,21.1840019226,23760,963,141851408
86016,21.9790000916,10988,817,142210070
86144,22.9830017090,9125,938,142482712
86272,21.3750019073,9994,876,142719866
86400,20.0770015717,10020,697,143016868
86528,21.0500011444,9979,330,143371462
86656,21.5950012207,14660,626,143565654
86784,21.8210010529,14481,1635,143836164
86912,20.7250003815,12402,970,143992115
87040,21.2850017548,10649,1504,144302264
87168,20.7120018005,15018,576,144531247
87296,23.7880020142,17174,1630,144802872
87424,20.4120006561,13832,672,145062599
87552,21.6240005493,8745,260,145353310
87680,20.5910015106,13874,456,145513805
87808,20.9860000610,12789,878,145797624
87936,20.9800014496,14092,597,145985351
88064,21.3600006104,14162,500,146249903
88192,20.8650016785,12460,1223,146482334
88320,22.1270008087,14082,2557,146723510
88448,22.7960014343,19772,993,147017048
88576,22.7250003815,13115,576,147202540
88704,21.2980003357,15187,1080,147502518
88832,21.7950019836,10387,2162,147766084
88960,21.4600009918,13495,558,148049186
89088,22.2910003662,8825,252,148280715
89216,22.9090003967,9705,2813,148528033
89344,22.5010013580,13130,516,148762036
89472,21.3840007782,11894,1035,148965236
89600,23.9050006866,10080,1174,149255275
89728,22.3740005493,14383,811,149468776
89856,26.2670021057,14778,445,149719912
89984,21.5990009308,11525,962,149912730
90112,21.9340019226,11275,6013,150237013
90240,21.1390018463,13829,380,150475958
90368,21.5410003662,10586,346,150679780
90496,20.3720016479,10847,204,150854062
90624,23.3710002899,16673,678,151193238
90752,22.1410007477,14534,4040,151372835
90880,23.1290016174,12733,2383,151577266
91008,24.1480007172,23528,1049,151793978
91136,22.1760005951,29290,1688,152120707
91264,21.1999511719,11277,355,152310374
91392,21.9890003204,20477,988,152489996
91520,24.1330013275,12400,757,152736153
91648,24.7650012970,13191,821,153051816
91776,21.3390007019,12527,448,153264058
91904,22.5350017548,21380,1229,153437994
92032,22.5290012360,13643,403,153652995
92160,22.8880004883,11096,1270,153921683
92288,22.6320018768,19254,3428,154151673
92416,24.9070014954,12556,944,154370644
92544,24.0750007629,12332,1377,154584863
92672,21.4040012360,12727,471,154846521
92800,22.6450004578,21643,1409,155116244
92928,23.0000019073,11902,3686,155382563
93056,24.8660011292,9712,10275,155590069
93184,23.8890018463,18206,1035,155820984
93312,24.4300003052,10624,2330,155997357
93440,24.2210006714,14013,967,156210559
93568,22.9180011749,9889,1127,156397207
93696,22.3730010986,12083,353,156664628
93824,24.7750015259,10787,1671,156851640
93952,23.0320014954,21831,2349,157086603
94080,22.8760013580,15118,743,157206611
94208,24.7450008392,12344,769,157481694
94336,23.1770019531,10197,4428,157743610
94464,24.3320007324,14702,2043,157925964
94592,21.9340019226,11493,547,158166809
94720,23.1650009155,18388,1659,158499063
94848,22.7210006714,12833,2091,158794519
94976,23.8920001984,15241,695,159010513
95104,21.9730014801,12949,540,159135976
