Length,Elapsed Time,L1 Cache miss,L2 Cache miss,Num of instructions
95232,23.0390014648,16675,936,159314478
95360,24.5530014038,15221,779,159488735
95488,23.7560005188,18664,902,159801728
95616,23.5450019836,21554,782,160030999
95744,24.7220020294,12391,1049,160394914
95872,23.8570003510,13840,1018,160656608
96000,23.8310012817,11887,4909,160835904
96128,23.7160015106,14676,1317,161038179
96256,24.0450019836,11482,1457,161274549
96384,26.2860012054,9988,1773,161479816
96512,24.4140014648,17566,767,161619874
96640,24.4130020142,13484,1663,161905731
96768,26.5970020294,17972,1486,162130981
96896,27.2490005493,39187,2447,162479915
97024,23.8480014801,14558,1499,162640189
97152,24.9150009155,25968,1404,162894286
97280,24.5270004272,16634,3871,163126070
97408,23.4670009613,17458,1346,163361093
97536,26.8100013733,26652,3201,163713002
97664,24.1610012054,20109,785,163904323
97792,25.4330005646,13234,1600,164117199
97920,22.4060001373,11403,1016,164362032
98048,24.8430004120,26621,1234,164587487
98176,28.1390018463,21135,642,164866237
98304,23.6550006866,29269,517,165116265
98432,27.9650020599,16604,2873,165376837
98560,23.0680007935,16387,624,165658175
98688,24.5550003052,29126,1183,165868382
98816,24.2810020447,15940,1456,166059795
98944,26.2970008850,12442,2197,166217863
99072,24.8810005188,14667,2531,166372051
99200,24.5310020447,18841,800,166600433
99328,24.5830020905,11644,6484,166977950
99456,24.7150020599,16382,7216,167161633
99584,23.8740005493,22584,1105,167418562
99712,28.7240009308,14376,2400,167551849
99840,26.5850009918,25272,1094,167773611
99968,24.5610008240,17699,869,168032112
100096,25.5460014343,10540,2022,168177451
100224,25.3480014801,19570,2395,168485450
100352,24.3970012665,15107,856,168927187
100480,24.4950008392,13595,1260,169100478
100608,24.7360019684,13105,2009,169340574
100736,26.7550010681,21045,576,169483163
100864,26.8610019684,32532,1687,169709242
100992,29.2750015259,13071,3366,170000713
101120,25.0700016022,29825,973,170246757
101248,24.4640007019,20468,514,170466579
101376,27.8000011444,12818,1531,170694107
101504,25.3380012512,13486,2506,170943951
101632,26.8570003510,13070,6641,171271251
101760,25.9660015106,13055,3328,171407595
101888,25.2800006866,19609,1032,171596510
102016,27.4830017090,14924,746,171917253
102144,23.0380020142,10459,726,172227394
102272,24.5260009766,19348,998,172411457
102400,24.7580013275,14011,1773,172800076
102528,24.8470020294,12967,1582,172983516
102656,24.3860015869,20003,884,173245001
102784,25.6880016327,20328,978,173429398
102912,25.7280006409,16116,776,173751472
103040,25.8910007477,28680,2464,174058042
103168,24.9980010986,13076,2979,174226435
103296,25.5230007172,13887,2539,174409234
103424,26.2900009155,12721,2364,174624603
103552,25.1990013123,12835,513,174829782
103680,25.4090003967,10768,1482,175064238
103808,27.1750011444,13726,2344,175231892
103936,26.6510009766,14044,2148,175443782
104064,25.0880012512,11792,690,175775433
104192,24.6200008392,17958,740,175945999
104320,25.3010005951,21509,930,176127467
104448,25.3650016785,16016,656,176409746
104576,25.8020019531,10704,3213,176647407
104704,26.1270008087,11816,1684,176866983
104832,25.4480018616,31659,1264,176979454
104960,24.7090015411,10401,530,177221323
105088,24.6350002289,14946,817,177478711
105216,26.8610019684,14139,2558,177673398
105344,26.0360012054,11637,3086,177889985
105472,25.3070011139,13816,2682,178154886
105600,26.7120018005,14974,2562,178428046
105728,25.5090007782,19328,921,178624494
105856,27.5990009308,20745,1627,178784092
105984,26.5960006714,37623,1456,179026666
106112,25.3570003510,22318,914,179267797
106240,24.6500015259,17778,754,179435324
106368,25.9910011292,17218,1010,179636370
106496,26.4120006561,15710,11245,179933843
106624,27.4500007629,20549,1550,180242848
106752,26.9290008545,21833,7430,180456494
106880,27.2480010986,16622,1124,180601296
107008,26.1879272461,17921,739,180862119
107136,28.8990020752,12916,8570,181086601
107264,27.7160015106,23849,898,181233791
107392,26.1140003204,15228,463,181434977
107520,25.8550014496,21841,862,181758291
107648,27.3480014801,14193,2498,181927519
107776,26.6730003357,10600,1445,182159309
107904,27.4680004120,20929,831,182350788
108032,25.5780010223,14944,897,182649220
108160,25.3350009918,16320,608,182897775
108288,25.7719726562,12779,729,183020747
108416,27.3920021057,20277,7119,183348835
108544,26.6040019989,16790,714,183642244
108672,28.3350009918,15576,1307,183844007
108800,26.4330005646,14933,639,184112065
108928,26.3220005035,13727,2519,184311004
109056,30.9680023193,16631,1694,184566923
109184,27.1620006561,18512,2306,184839956
109312,26.2860012054,16475,2049,185044770
109440,26.2620010376,18468,1179,185380352
109568,28.4470005035,12342,1855,185665696
109696,27.5740013123,12739,3374,185865329
109824,30.9100017548,12908,8182,186087060
109952,32.8170013428,18084,3758,186252090
110080,26.8810005188,24668,1408,186559718
110208,27.3590011597,15204,2510,186882379
110336,26.5180015564,12639,398,187080642
110464,29.0860004425,16863,1809,187265786
110592,26.5390014648,14382,946,187682376
110720,27.0570011139,18685,1369,187848200
110848,29.4820022583,36416,2508,188046702
110976,27.7080020905,12339,5851,188204510
111104,30.6440010071,16507,1371,188464051
111232,26.7080020905,23883,944,188769708
111360,28.0140018463,17849,1066,188941038
111488,27.6220016479,18083,1090,189112383
111616,28.4710006714,18030,822,189332435
111744,28.5420017242,15927,3304,189535318
111872,27.5070018768,21140,1232,189794800
112000,29.0630016327,15688,4498,189879049
112128,26.5010013580,12155,2150,190155467
112256,26.8940010071,14137,2509,190377393
112384,26.4970016479,17493,683,190488241
112512,35.8889999390,20324,4903,190669695
112640,27.9760017395,20539,3283,191038941
112768,27.1190013885,15935,883,191204454
112896,27.7190017700,13140,2216,191384498
113024,27.9530010223,26220,3162,191513196
113152,28.8250007629,20234,915,191785213
113280,28.0550022125,17716,1249,192035445
113408,27.2280006409,15380,492,192168057
113536,30.0460014343,14432,5175,192319793
113664,27.7250003815,27542,1856,192718404
113792,28.9220008850,16180,5108,192930941
113920,29.2310009003,15780,871,193088806
114048,27.0580005646,13821,606,193223295
114176,27.9530010223,20334,1060,193506127
114304,29.3820018768,18162,1270,193760064
114432,29.5370006561,20789,854,193949403
114560,29.0640010834,18873,6614,194172229
114688,28.0620021820,25614,1383,194512140
114816,28.0550022125,14241,500,194793712
114944,29.0110015869,13929,4834,195057176
115072,28.3200016022,20658,2897,195124260
115200,29.2680015564,14378,4760,195368957
115328,29.5120010376,16637,3964,195548828
115456,27.5769653320,14510,506,195701660
115584,26.9300022125,19210,545,195837207
115712,29.2380008698,16604,6508,196090125
115840,28.5140018463,12556,3412,196335027
115968,28.0580005646,14531,1428,196489655
116096,28.4570007324,19206,1007,196627714
116224,28.6310005188,15944,2773,196914523
116352,28.0820007324,23633,1066,197203674
116480,28.8220005035,14858,2871,197384235
116608,29.8580017090,13522,4625,197695762
116736,30.6530017853,17119,1897,198103611
116864,29.3080005646,19822,1526,198255417
116992,29.8200016022,14482,7102,198460429
117120,27.3670005798,20458,894,198645111
117248,29.3480014801,12674,4332,198927720
117376,27.5890007019,18626,556,199150124
117504,28.7780017853,23384,1680,199250025
117632,29.4730014801,18303,1193,199498213
117760,28.9190006256,18266,1189,199825850
117888,29.2670021057,22481,1401,200049418
118016,28.5770015717,18367,735,200186020
118144,29.7060012817,13501,4506,200252720
118272,32.2100028992,20217,2262,200587250
118400,31.6820011139,12267,4540,200843979
118528,29.1180019379,16709,2178,201021836
118656,29.3500022888,19953,2733,201266884
118784,30.4190006256,17433,6703,201721342
118912,31.2820014954,15827,2971,201917707
119040,29.5580005646,17861,816,202169095
119168,29.6920013428,13649,868,202315634
119296,30.3330020905,15300,1239,202562599
119424,31.8190021515,16020,1932,202776927
119552,29.1730022430,14207,1015,202917494
119680,28.4070014954,16807,631,203152318
119808,31.0690021515,13866,1569,203452562
119936,29.8470020294,17169,909,203725213
120064,29.6590023041,12770,2431,204017916
120192,28.5400009155,20833,1578,204115000
120320,29.8440017700,17084,6269,204357818
120448,32.5910034180,17761,701,204655494
120576,31.5380020142,20286,2255,204847371
120704,29.8720016479,19062,1393,205106321
120832,29.0600013733,15852,2441,205547577
120960,29.3630008698,21026,1537,205702077
121088,31.8880023956,12948,2279,205976221
121216,29.4289550781,15976,2277,206099912
121344,30.8840007782,20874,1168,206418856
121472,31.5170021057,16968,583,206612790
121600,28.5000019073,19705,808,206722602
121728,30.1880016327,16971,1702,206902081
121856,28.5850009918,19482,507,207343842
121984,28.9030017853,17926,963,207522927
122112,32.6060028076,17891,4518,207672160
122240,29.2760009766,15261,644,207806233
122368,31.3720016479,22739,2320,208037224
122496,30.7800006866,17363,1881,208285966
122624,32.3500022888,25591,2987,208482373
122752,31.6700019836,21942,2339,208756780
122880,31.1310024261,26576,1643,209085653
123008,30.0760021210,20892,1257,209302084
123136,29.8870010376,16942,6028,209502212
123264,29.2830009460,18413,710,209679213
123392,31.8340015411,15490,771,209971420
123520,32.0489997864,16865,11063,210151478
123648,31.0630016327,19307,983,210281614
123776,29.4020023346,23184,769,210401782
123904,29.5190010071,16875,1956,210731752
124032,30.5700016022,22478,1374,210994283
124160,29.9540004730,22219,753,211274630
124288,30.0070018768,20006,1173,211428233
124416,32.6900024414,18901,1192,211630481
124544,33.9929809570,20339,3365,211965135
124672,30.9650020599,20572,1127,212249508
124800,30.4880008698,18935,3622,212493937
124928,31.7810020447,24502,2250,212797750
125056,32.0780029297,15435,2785,213014931
125184,32.2630004883,22120,1489,213265978
125312,30.4590015411,24419,1657,213485643
125440,31.0700016022,15097,1402,213826573
125568,31.8590011597,20062,1213,213987366
125696,31.0810012817,21155,850,214149114
125824,33.0090026855,17136,2826,214319835
125952,33.8860015869,18830,2141,214674075
126080,30.3410015106,23586,1377,214950550
126208,31.4070014954,20053,2783,215119957
126336,32.3030014038,18503,6623,215293972
126464,31.9140014648,26465,1276,215549882
126592,31.7790012360,67540,1649,215706809
126720,29.8410015106,18774,485,215934130
126848,32.3600006104,22591,2438,216133405
126976,33.6760025024,16213,4617,216508929
127104,31.0480022430,17421,2818,216701439
127232,31.2990016937,37699,1386,216898386
127360,31.2990016937,38216,952,217120544
127488,31.7310009003,14965,7353,217436168
127616,30.4760017395,18381,708,217604281
127744,34.6260032654,18009,3257,217786624
127872,32.0489997864,21690,1378,217995629
128000,31.2590007782,16175,813,218318843
