array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
42496;6.4340004921;83343;3347;16;339968;69036883;44660674
42624;4.7670001984;83137;3167;23;340992;69264367;44840788
42752;4.7440004349;83015;3187;22;342016;69491909;45023170
42880;5.5290002823;84036;3339;27;343040;69719510;45205570
43008;5.8410000801;83960;3002;21;344064;69947169;45390255
43136;4.8590002060;85209;3039;23;345088;70174886;45568104
43264;6.6290001869;84469;3086;21;346112;70402661;45748183
43392;4.8450002670;85102;3025;11;347136;70630494;45928277
43520;6.0680003166;85611;3088;17;348160;70858384;46110659
43648;5.4480004311;86292;3361;25;349184;71086332;46290775
43776;5.2520003319;85606;3405;19;350208;71314337;46473157
43904;6.2020001411;86158;3121;29;351232;71542399;46655555
44032;4.9500002861;86539;3317;19;352256;71770518;46840241
44160;6.7270002365;86891;3662;26;353280;71998693;47020376
44288;5.0100002289;86469;3711;19;354304;72226925;47202758
44416;5.9840002060;87075;3524;23;355328;72455214;47385157
44544;5.8000001907;87333;3109;29;356352;72683559;47569842
44672;5.1000003815;88054;3443;24;357376;72911959;47752261
44800;6.7290000916;88068;3356;26;358400;73140416;47936947
44928;5.0820002556;88327;3564;28;359424;73368928;48121651
45056;5.8990001678;89683;3370;21;360448;73597497;48308641
45184;6.1480002403;88581;3415;21;361472;73826120;48486508
45312;5.1850004196;89054;3301;22;362496;74054799;48666586
45440;6.8890004158;89575;3222;23;363520;74283533;48846682
45568;5.2160000801;90363;3468;26;364544;74512321;49029064
45696;5.9450001717;90092;3602;30;365568;74741165;49209179
45824;6.5710000992;90448;3529;19;366592;74970063;49391560
45952;5.2730002403;90570;3391;22;367616;75199016;49573959
46080;7.2920002937;91441;3304;29;368640;75428023;49758646
46208;5.3420004845;91228;3782;18;369664;75657085;49938780
46336;5.8430004120;91008;3637;20;370688;75886200;50121162
46464;6.8280005455;92371;3481;15;371712;76115369;50303561
46592;5.3430004120;92069;3504;24;372736;76344592;50488246
46720;7.3560004234;92478;3718;27;373760;76573869;50670666
46848;5.3940000534;92800;3569;17;374784;76803199;50855352
46976;5.9940004349;93254;3829;26;375808;77032583;51040055
47104;6.9300003052;93608;3726;30;376832;77262019;51227045
47232;5.5030002594;93243;3333;29;377856;77491509;51407197
47360;7.2490005493;93502;3363;21;378880;77721051;51589579
47488;5.6300001144;94633;3457;26;379904;77950646;51771979
47616;5.7230000496;94632;3420;24;380928;78180294;51956665
47744;7.2900004387;94899;4247;27;381952;78409995;52139084
47872;5.5810003281;94456;3682;28;382976;78639747;52323770
48000;6.1920003891;95635;3699;30;384000;78869552;52508473
48128;7.1040005684;95846;3614;24;385024;79099409;52695463
48256;5.6550002098;96133;3653;28;386048;79329317;52877900
48384;6.4930005074;96610;3703;24;387072;79559278;53062587
48512;7.1570005417;96863;3670;26;388096;79789290;53247290
48640;5.6460003853;96944;3547;29;389120;80019353;53434279
48768;6.6940002441;97496;3902;19;390144;80249468;53619003
48896;7.1980004311;97649;3596;25;391168;80479634;53805993
49024;5.7090001106;98790;3934;33;392192;80709851;53993000
49152;6.3370003700;99273;3527;21;393216;80940120;54182294
49280;7.4090003967;96841;4269;22;394240;81170439;54253064
49408;5.7660002708;98181;3994;26;395264;81400808;54326005
49536;5.9770002365;98770;3823;20;396288;81631228;54398965
49664;7.3440003395;98675;3717;39;397312;81861699;54474211
49792;5.8610000610;99939;3904;29;398336;82092220;54547190
49920;5.7920002937;98850;3871;26;399360;82322791;54622435
50048;7.3460001945;99361;3586;20;400384;82553412;54697698
50176;6.0800004005;99781;3843;20;401408;82784083;54775248
50304;5.8770003319;100144;4157;24;402432;83014804;54848246
50432;5.9430003166;100544;3638;25;403456;83245574;54923493
50560;7.3110003471;100618;3619;30;404480;83476394;54998755
50688;6.2810001373;101324;3726;22;405504;83707263;55076305
50816;5.9030003548;101817;3968;27;406528;83938182;55151588
50944;5.8540000916;101615;3844;18;407552;84169149;55229138
51072;6.0480003357;102343;4037;29;408576;84400166;55306706
51200;7.2000002861;102553;3683;24;409600;84631232;55386559
51328;6.5190005302;103490;3745;16;410624;84862346;55459576
51456;5.9000000954;102797;3771;21;411648;85093509;55534822
51584;5.8910002708;103509;3643;16;412672;85324721;55610086
51712;6.0150003433;104259;3708;25;413696;85555981;55687636
51840;6.9080004692;104434;4219;22;414720;85787289;55762919
51968;7.4220004082;103829;3957;27;415744;86018646;55840469
52096;5.9260001183;104645;4195;20;416768;86250050;55918036
52224;5.9300003052;105200;3789;25;417792;86481503;55997889
52352;7.3050003052;105558;4140;26;418816;86713003;56073192
52480;6.8840003014;105130;4084;29;419840;86944551;56150741
52608;5.9300003052;106161;3783;25;420864;87176147;56228308
52736;6.7460002899;106460;4044;17;421888;87407790;56308163
52864;7.5070004463;107816;4442;21;422912;87639481;56385750
52992;5.9680004120;106649;4228;17;423936;87871218;56465604
53120;5.9630002975;106617;4102;13;424960;88103003;56545474
53248;7.0680003166;108841;4094;28;425984;88334835;56627633
53376;7.3659667969;108299;4290;22;427008;88566714;56700669
53504;5.9860000610;107673;4253;26;428032;88798639;56775915
53632;5.9920001030;107779;3759;18;429056;89030612;56851177
53760;7.1440005302;108830;4056;23;430080;89262630;56928728
53888;7.3230004311;109741;4034;20;431104;89494696;57004011
54016;6.0500001907;108799;4164;24;432128;89726807;57081560
54144;6.0470004082;109636;4154;25;433152;89958965;57159127
54272;7.2470002174;110182;4106;21;434176;90191169;57238982
54400;7.1950001717;111681;4525;32;435200;90423419;57314284
54528;6.0770001411;109864;4140;21;436224;90655715;57391833
54656;6.5550003052;110421;4039;21;437248;90888057;57469400
54784;7.4650001526;111029;4041;21;438272;91120444;57549255
54912;6.2860002518;111720;4155;26;439296;91352877;57626841
55040;6.0610003471;110662;3626;28;440320;91585356;57706695
55168;6.0620002747;111750;4237;22;441344;91817879;57786566
55296;6.0840001106;112797;3952;24;442368;92050449;57868724
55424;6.1390004158;112718;4224;20;443392;92283063;57944045
55552;6.0730004311;111962;3696;29;444416;92515722;58021595
55680;6.1520004272;113255;3946;29;445440;92748427;58099162
55808;6.0900001526;113582;4274;33;446464;92981176;58179016
55936;6.1630001068;114420;4827;20;447488;93213970;58256604
56064;6.1010003090;113847;4541;32;448512;93446808;58336458
56192;6.1220002174;114324;4080;23;449536;93679691;58416328
56320;6.1140003204;115014;3966;29;450560;93912619;58498486
56448;6.1860003471;115410;4372;29;451584;94145591;58576092
56576;7.1480002403;115138;4465;30;452608;94378607;58655947
56704;6.1120004654;115467;3963;22;453632;94611667;58735817
56832;6.1150002480;116352;3853;25;454656;94844772;58817975
56960;6.1890001297;117276;4535;25;455680;95077920;58897867
57088;6.1360001564;115836;4379;26;456704;95311112;58980025
57216;7.3120002747;117420;4506;25;457728;95544348;59062200
57344;6.1910004616;117791;3985;22;458752;95777627;59146662
57472;6.2030000687;116988;4299;12;459776;96010951;59219716
57600;6.4310002327;117361;4088;24;460800;96244317;59294963
57728;6.2040004730;118019;4168;24;461824;96477727;59370225
57856;6.1890001297;118202;4340;27;462848;96711180;59447776
57984;7.2310004234;119187;4607;27;463872;96944677;59523059
58112;6.2160000801;117758;4566;23;464896;97178216;59600609
58240;6.2240004539;118833;4556;19;465920;97411798;59678176
