array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
42240;3.6680002213;32126;1287;22;337920;624476160000;19402337
42368;2.9390001297;37893;1083;19;338944;628266598400;20052407
42496;4.3410000801;30512;1145;21;339968;632068505600;19395915
42624;3.6020002365;39746;1560;20;340992;635881881600;20404003
42752;4.7070002556;27323;1202;18;342016;639706726400;18696156
42880;4.3700003624;29411;1465;19;343040;643543040000;19210117
43008;4.5690002441;39858;1517;25;344064;647390822400;20429158
43136;4.5710000992;32493;1082;18;345088;651250073600;19540153
43264;4.1940002441;34005;1433;25;346112;655120793600;19955186
43392;5.1130003929;31617;1292;26;347136;659002982400;19908971
43520;3.4090001583;33577;1005;17;348160;662896640000;20053911
43648;3.3210000992;37286;1393;21;349184;666801766400;20382908
43776;4.4030003548;37091;1512;30;350208;670718361600;20280487
43904;5.0850000381;47308;1801;30;351232;674646425600;21769230
44032;2.9610002041;34009;1035;22;352256;678585958400;19941990
44160;3.5070002079;31697;1209;29;353280;682536960000;19919050
44288;5.0720000267;41367;1552;23;354304;686499430400;21165605
44416;2.9500000477;30544;996;20;355328;690473369600;19903580
44544;3.4760000706;33218;990;28;356352;694458777600;20271085
44672;4.6850004196;41797;1250;18;357376;698455654400;21142382
44800;3.0260002613;35484;1285;25;358400;702464000000;20462447
44928;4.5060000420;38008;1213;24;359424;706483814400;20876626
45056;4.1490001678;42405;1318;26;360448;710515097600;21543233
45184;3.0740001202;36404;1201;19;361472;714557849600;20821929
45312;4.3440003395;35898;1240;23;362496;718612070400;20796747
45440;4.2420001030;33884;1521;26;363520;722677760000;20698417
45568;3.1000001431;36417;1346;23;364544;726754918400;21065228
45696;4.4869999886;33540;1270;24;365568;730843545600;20676873
45824;4.1199340820;40174;1518;22;366592;734943641600;21564423
45952;3.1960000992;39417;1567;17;367616;739055206400;21655895
46080;3.1010000706;33943;1312;22;368640;743178240000;21007132
46208;4.3050003052;48837;1675;30;369664;747312742400;22655513
46336;4.4000000954;40347;1491;15;370688;751458713600;21769771
46464;3.1570000648;36558;1371;24;371712;755616153600;21398085
46592;3.4940001965;34953;1240;17;372736;759785062400;21381792
46720;3.1520001888;35012;1286;17;373760;763965440000;21318386
46848;3.1580002308;35374;1105;20;374784;768157286400;21404119
46976;3.1310000420;34754;1287;21;375808;772360601600;21196605
47104;3.2890002728;42781;1337;13;376832;776575385600;22321564
47232;3.2130000591;37016;1383;16;377856;780801638400;21767836
47360;3.3030002117;44023;1366;23;378880;785039360000;22418597
47488;3.2420001030;38568;1536;25;379904;789288550400;21976993
47616;3.2570002079;39662;1453;30;380928;793549209600;22059353
47744;3.2600002289;38755;1454;21;381952;797821337600;22049685
47872;3.2350001335;35765;1292;21;382976;802104934400;21902665
48000;5.2950000763;35234;1347;17;384000;806400000000;21966447
48128;3.2560000420;38180;1356;28;385024;810706534400;22013981
48256;4.6010003090;42814;1426;26;386048;815024537600;22699573
48384;3.3310000896;40546;1400;24;387072;819354009600;22565698
48512;4.6230001450;36913;1515;21;388096;823694950400;22073583
48640;3.3420002460;40814;1138;20;389120;828047360000;22670817
48768;4.3870000839;39458;1581;26;390144;832411238400;22222816
48896;3.3620002270;42244;1380;12;391168;836786585600;22745922
49024;4.2000002861;38761;1454;14;392192;841173401600;22710882
49152;5.5880002975;44342;1746;23;393216;845571686400;23286345
49280;3.7160000801;41248;1471;17;394240;849981440000;22930482
49408;3.6410002708;42584;1247;21;395264;854402662400;22975866
49536;5.1040000916;40111;1608;29;396288;858835353600;22960139
49664;3.4480001926;42091;1473;18;397312;863279513600;23279396
49792;4.3870000839;47473;1357;32;398336;867735142400;23654250
49920;4.3350000381;44811;1483;27;399360;872202240000;23643280
50048;3.3910002708;38669;1687;24;400384;876680806400;22992908
50176;5.2910003662;38082;1598;19;401408;881170841600;22799128
50304;3.4710001945;44649;1398;24;402432;885672345600;23642598
50432;5.5040001869;40857;1631;23;403456;890185318400;23285754
50560;3.3470001221;36700;1372;17;404480;894709760000;22539136
50688;5.5270004272;53159;1590;17;405504;899245670400;24823883
50816;3.4910001755;43793;1511;20;406528;903793049600;23593739
50944;5.3230004311;55281;2219;19;407552;908351897600;25285831
51072;3.5310001373;44659;1587;21;408576;912922214400;23977043
51200;5.6570000648;49666;1928;21;409600;917504000000;24616741
51328;3.6660001278;51025;1694;25;410624;922097254400;24916750
51456;5.5160002708;49599;1758;38;411648;926701977600;24799587
51584;3.5170001984;41885;1416;22;412672;931318169600;23847718
51712;5.1440000534;47220;1557;23;413696;935945830400;24590990
51840;3.5850002766;45884;1535;27;414720;940584960000;24270126
51968;5.4520001411;45447;1878;26;415744;945235558400;24504888
52096;3.6040000916;43668;1611;26;416768;949897625600;24413256
52224;5.4510002136;39861;1636;21;417792;954571161600;23821072
52352;3.5030002594;37617;1403;15;418816;959256166400;23625072
52480;5.4190001488;39775;1559;23;419840;963952640000;24072486
52608;3.5700001717;40973;1490;11;420864;968660582400;24145886
52736;5.5680003166;48485;2301;21;421888;973379993600;24999785
52864;3.5040001869;37595;1337;28;422912;978110873600;23602915
52992;5.3439331055;40625;1798;23;423936;982853222400;24200882
53120;3.6570000648;46621;1461;18;424960;987607040000;24784131
53248;5.3950004578;42124;1952;24;425984;992372326400;24674316
53376;3.6140000820;41886;1425;33;427008;997149081600;24519566
53504;5.5740003586;59283;2274;23;428032;1001937305600;26588761
53632;3.6920001507;46184;1645;24;429056;1006736998400;25076353
53760;5.1990003586;52979;1807;22;430080;1011548160000;26066228
53888;3.6670000553;43198;1219;25;431104;1016370790400;24858173
