Length,Elapsed Time,L1 Cache miss,L2 Cache miss,L3 Cache miss,Num of instructions
89088,63.812004,250242,268728,1879,577658013
89216,64.185005,251131,270594,3133,578560745
89344,64.263000,250653,266490,2081,579456298
89472,64.304001,252946,261536,2091,580351850
89600,64.315002,253810,270553,1827,581240363
89728,64.753006,253808,290308,2766,582135916
89856,64.822006,255271,272935,2550,583024427
89984,64.860001,254857,265391,3647,583912939
90112,64.604004,254109,274329,2139,584794040
90240,64.873001,254038,272274,2644,585710858
90368,64.837006,253506,277876,2285,586620489
90496,65.109001,252292,281994,5964,587530121
90624,65.026001,255034,277206,2551,588432717
90752,65.670006,255184,274611,2654,589342348
90880,65.285004,255843,265438,2147,590244941
91008,65.909973,255906,283797,2709,591147531
91136,65.563004,257571,273715,1756,592043086
91264,65.810005,258800,268549,2107,592952719
91392,65.716003,258736,272635,1976,593855310
91520,66.070000,260330,283683,2081,594757902
91648,65.892006,258955,271113,2449,595653457
91776,66.266006,261321,275699,2602,596556049
91904,65.950005,261502,278861,2647,597451600
92032,66.504005,261748,287310,2197,598347152
92160,66.100006,262284,277861,2327,599235528
92288,66.796936,261789,280613,4116,600145302
92416,66.696007,261688,278170,2590,601047894
92544,66.484001,261991,277621,2088,601950486
92672,66.721001,262662,277510,2477,602846039
92800,66.924004,265334,288593,2870,603748632
92928,66.914001,264290,273461,2416,604644185
93056,66.944000,264801,289597,2609,605539737
93184,67.150002,264153,282794,3265,606428251
93312,67.192001,266314,301962,2877,607330982
93440,67.247986,267961,292587,2797,608226540
93568,67.800003,267355,287061,3004,609122087
93696,67.332001,267211,290015,2437,610010600
93824,67.470001,268275,274425,2672,610906151
93952,67.513000,268189,295676,3088,611794662
94080,68.072006,269978,283594,2490,612683176
94208,67.683006,268645,321481,2381,613564509
94336,67.821007,266397,275756,2105,614474283
94464,68.539001,268905,320264,2642,615376875
94592,68.136002,268825,287325,1882,616279467
94720,68.598938,269812,321616,3137,617175022
94848,68.357002,269332,291328,2181,618077612
94976,68.228004,271072,295758,2072,618973165
95104,68.743004,270765,296543,2743,619868717
95232,68.795006,270072,310748,2488,620757230
95360,68.847000,271217,284720,3213,621659962
95488,68.756004,272508,300795,2334,622555516
95616,69.016006,272501,312097,2367,623450171
95744,68.993004,271974,295784,2396,624337788
95872,69.415955,273529,292150,3713,625233340
96000,69.253006,273530,325246,2686,626121851
96128,69.404007,275284,292522,2763,627010364
96256,69.825005,274149,297277,2943,627891701
96384,69.405006,276266,306083,2334,628794434
96512,70.026001,276395,299761,2398,629689987
96640,69.877007,275952,304108,2631,630585539
96768,69.727005,277036,295988,2709,631474052
96896,69.913002,277197,290661,2003,632369604
97024,69.995003,278618,308947,2309,633258116
97152,70.359001,279017,298435,2947,634146629
97280,70.178001,278450,289008,2590,635028103
97408,70.565002,278593,291032,2889,635923794
97536,70.441002,279581,300893,2523,636812307
97664,70.520004,278674,292098,2453,637700818
97792,70.391006,280667,299047,2260,638582291
97920,70.641006,280994,305606,2630,639470804
98048,70.982002,282295,311340,2217,640352275
98176,71.104004,281401,306751,2249,641233748
98304,71.052002,279401,301685,2416,642107759
98432,71.040001,280486,300476,2789,643031472
98560,71.130005,282609,305477,2573,643948143
98688,71.547005,281929,304126,3411,644864816
98816,71.612007,282012,321007,2494,645774450
98944,71.260002,282273,305031,2301,646691122
99072,71.715004,282587,295543,3109,647600754
99200,72.107002,284440,318965,3927,648510386
99328,71.746002,282514,321000,2533,649412980
99456,71.862007,284043,318834,3117,650329791
99584,72.130005,284991,321471,2866,651239424
99712,72.201004,284707,313443,3448,652149440
99840,72.408005,286409,321532,3293,653052417
99968,72.229004,285751,332467,3066,653962049
100096,73.187004,286394,327776,9140,654864642
100224,72.427002,287982,308295,3092,655767234
100352,72.481003,287512,332762,2588,656662649
100480,72.944000,287507,332617,3506,657579463
100608,73.040001,288040,342061,3002,658489095
100736,72.878006,289642,329458,2968,659398728
100864,73.187004,289858,329418,3485,660301322
100992,73.157005,290702,336905,3167,661210952
101120,73.171005,290616,337264,3757,662113545
101248,73.543007,291980,314231,3359,663016137
101376,73.203003,290829,332606,3388,663911691
101504,73.276001,291791,350685,3251,664821462
101632,73.547974,293766,317421,3422,665724056
101760,73.528000,292661,316885,3230,666626647
101888,73.627007,294636,335666,2515,667522201
102016,73.994003,293977,339489,3150,668424792
102144,74.698006,296232,335340,39413,669320345
102272,74.235001,297072,354556,3375,670215897
102400,73.965004,292106,326339,3125,671104130
102528,74.287003,295102,323556,2800,672020945
102656,74.650002,295139,341571,3261,672930577
102784,74.313965,294734,339274,2561,673840209
102912,74.853004,296689,337659,3308,674742802
103040,74.575005,295878,332273,2888,675652435
103168,75.001007,297585,317526,2775,676555027
103296,74.647003,296245,334770,2764,677457619
103424,75.135002,299578,330040,3438,678353173
103552,75.119003,299997,328726,3294,679262944
103680,75.665001,299390,331450,2209,680165537
103808,75.150002,301268,327362,2655,681068129
103936,75.576004,301241,334230,2821,681963682
104064,75.878006,302123,334753,2884,682866274
104192,75.545006,301877,328867,3278,683761826
104320,75.449005,302544,335130,2184,684657378
104448,75.698006,300512,351578,2855,685545754
104576,76.418007,300627,329337,3469,686455528
104704,76.044006,302094,342777,2449,687358120
104832,76.345001,304517,339959,3199,688260713
104960,75.904968,301526,333121,2371,689156266
105088,76.447006,304872,339580,2463,690058858
105216,76.345001,303885,349265,2376,690954410
105344,76.920006,305049,339930,3550,691849962
105472,76.924004,304860,347074,2789,692738478
105600,76.889000,307788,336518,2862,693641208
105728,76.889000,306629,336349,2854,694536760
105856,76.789001,307119,351714,2908,695432313
105984,77.052002,307342,340526,3174,696320825
106112,77.222000,307402,354385,3460,697216377
106240,77.159004,307647,349246,3229,698104889
106368,77.275002,308588,346585,2986,698993402
106496,77.329002,307893,340362,3238,699874453
106624,77.840004,308039,360825,3321,700791272
106752,77.921005,308306,350382,3538,701700904
106880,78.216003,308863,348791,3195,702610536
107008,77.923004,309579,341199,3074,703513130
107136,78.130981,308418,344087,3997,704422763
107264,77.911003,308874,344909,3294,705325355
107392,78.065002,310807,345820,3736,706227947
107520,78.419006,309258,344015,4216,707123501
107648,78.683006,312535,351713,4360,708033272
107776,78.170006,311724,355184,3106,708935865
107904,78.703003,313004,349417,4131,709838456
108032,78.515007,313161,349197,3817,710734009
108160,79.152954,314582,380424,4960,711636602
108288,78.732002,315269,344228,3291,712532154
108416,78.722000,315295,350230,3173,713427705
108544,79.230003,315359,375162,4334,714316082
108672,78.930000,314844,364030,4142,715225856
108800,79.381004,316030,368163,3028,716128448
108928,79.237007,314561,366713,3797,717031041
109056,79.650002,316686,358019,3261,717926594
109184,79.725952,316801,369929,3472,718829186
109312,79.468002,315976,369701,3728,719724738
109440,79.571007,318107,388664,2575,720620290
109568,79.720001,318338,387390,3105,721508804
109696,80.074005,321802,376053,2978,722411536
109824,80.271004,321521,379416,3513,723307088
109952,80.316002,320914,367950,2766,724202640
110080,80.118004,321743,390408,2703,725091153
110208,80.186005,321229,369240,3101,725986705
110336,80.599007,321603,374864,4590,726875217
110464,80.594002,322113,365503,2724,727763729
110592,80.607002,322620,371931,3296,728644923
110720,80.462006,322250,382791,3119,729554697
110848,80.892006,322161,370981,2649,730457289
110976,80.748001,323051,369662,3042,731359882
111104,81.308006,322154,363255,3182,732255434
111232,80.827003,322804,362815,3130,733158027
111360,81.103004,322124,362449,3396,734053579
111488,81.256004,325790,366107,3328,734949131
111616,81.746002,324082,375536,3541,735837646
111744,81.364006,328109,363290,4418,736740377
111872,81.882004,328082,368268,5643,737635929
112000,81.633003,326627,361986,3179,738531482
112128,81.820007,328080,384589,3245,739419994
112256,81.687004,328095,387038,4627,740315546
112384,81.987007,328783,367533,4601,741204059
112512,81.935005,330784,361255,3807,742092570
112640,82.184006,328612,378311,3692,742973907
112768,81.935005,329591,377772,2765,743876640
112896,82.548004,331042,388741,11238,744772194
113024,82.526001,330781,384020,3697,745667745
113152,82.865005,330204,358539,3205,746556259
113280,82.715004,330758,371663,3187,747451811
113408,82.779007,332362,377167,3327,748340323
113536,82.837006,330438,378496,3329,749228834
113664,82.997002,332805,377233,4068,750110309
113792,82.944000,334465,378067,3919,750999001
113920,83.507004,337626,363223,5476,751887429
114048,83.301003,336161,372074,3702,752775940
114176,83.472008,334775,392043,4088,753657386
114304,83.116943,334838,391448,3303,754545898
114432,83.880005,337082,378343,3565,755427369
114560,83.605003,336618,371556,3131,756308842
114688,83.768005,335330,385683,3412,757189819
114816,83.549004,336346,378219,3779,758106491
114944,83.968002,336930,383978,3328,759016123
115072,84.215004,335534,387971,3977,759925755
115200,84.484001,335867,385936,3323,760828350
115328,84.447937,337049,373338,6365,761737981
115456,84.253006,338244,387733,3611,762640573
115584,84.184006,337721,381155,3085,763543165
115712,84.390007,339018,390767,3411,764438719
115840,84.713005,339907,384082,3535,765348490
115968,85.095001,340700,391476,3556,766251083
116096,84.689003,342166,390508,3539,767153675
116224,85.201004,344123,394168,3945,768049228
116352,85.349976,342116,386242,4814,768951820
116480,85.111008,346262,411184,5089,769847373
116608,85.253006,342455,398395,3936,770742924
116736,84.978004,341626,385433,3030,771631300
116864,85.350006,342299,390468,3296,772540932
116992,85.562004,343970,421688,3473,773443525
117120,85.327003,342968,402294,3671,774346116
117248,85.473007,343397,379502,3407,775241670
117376,85.872002,345108,392966,5061,776144263
117504,85.818001,344405,386849,3273,777039814
117632,85.836006,344840,378185,4547,777935366
117760,85.869003,346565,413800,3457,778823881
117888,86.286003,350086,380005,4714,779726473
118016,86.095001,348043,390216,3873,780622025
118144,86.417007,352150,397719,4199,781517578
118272,87.070984,350546,388531,4567,782406091
118400,86.321007,352948,403288,3432,783301643
118528,86.420006,352020,396588,3500,784190155
118656,86.701004,351616,388606,3259,785078667
118784,86.874001,348145,411373,3238,785959861
118912,86.816002,349221,390850,3697,786869635
119040,86.665001,352540,383429,3155,787772226
119168,87.469002,351383,390207,4783,788674818
119296,87.473007,351964,396165,3595,789570372
119424,87.262001,350767,385128,3729,790472964
119552,87.541000,354183,408973,4296,791368516
119680,87.340004,354565,396333,2827,792264069
119808,87.387001,354806,403813,3720,793152583
119936,88.195007,355454,410505,4082,794055315
120064,87.826004,355439,402830,2928,794950866
120192,87.736938,357325,412724,3248,795846418
120320,87.709007,357710,424172,4324,796734932
120448,88.003006,358874,405618,4617,797630484
120576,88.139008,358156,411910,4560,798518996
120704,88.173004,358322,410083,3757,799407508
120832,88.402000,356623,412076,3558,800288983
120960,88.958008,357934,402227,3227,801191714
121088,88.396004,359080,404345,3712,802087266
121216,88.814003,356613,423447,4352,802982819
121344,88.504005,356559,422999,2861,803871332
121472,88.716003,360772,405296,4633,804766884
121600,88.587006,360383,411272,3761,805655396
121728,89.113007,358958,421573,4398,806543908
121856,88.910004,358541,425492,4665,807425383
121984,88.981003,362551,430621,3705,808321074
122112,89.522949,362455,405912,4536,809209587
122240,89.525002,365992,428411,3359,810098099
122368,89.522003,363301,407069,3755,810979571
122496,89.258003,365536,413774,4250,811868084
122624,89.507004,364439,400750,4087,812749556
122752,89.691002,364876,416454,5481,813631028
122880,90.003006,363257,418334,3516,814505181
123008,89.664978,364496,422343,5173,815414955
123136,90.272003,363551,413397,4511,816317548
123264,90.205002,362373,412771,3483,817220141
123392,90.100006,365748,431839,4394,818115693
123520,91.002007,364715,438058,4225,819018286
123648,90.197006,366460,439042,3243,819913838
123776,90.885002,366140,420975,4042,820809388
123904,90.634003,364557,446194,4250,821697904
124032,90.999001,367932,417858,5123,822600635
124160,90.706001,369665,432084,4481,823496188
124288,90.957001,368609,423515,4858,824391739
124416,90.640007,370179,431331,4047,825280253
124544,91.290001,371015,408378,4892,826175804
124672,91.003006,372457,412453,4828,827064317
124800,90.954002,371596,425995,3460,827952829
124928,91.579956,369747,418603,4124,828834165
125056,91.606003,369239,422585,4180,829736895
125184,91.739006,370058,435836,3487,830632448
125312,91.800003,371592,443468,3530,831528001
125440,92.139008,372042,440318,5167,832416514
125568,91.687004,370955,429933,4002,833312066
125696,91.829002,372798,440946,3875,834200577
125824,91.930969,374937,438469,4454,835089090
125952,93.152008,376892,443041,4544,835970564
126080,92.238007,378494,431909,4942,836859250
126208,91.918007,375589,434150,3600,837747678
126336,92.214005,377380,414927,4896,838636190
126464,92.300003,374789,431330,4319,839517635
126592,92.312004,378313,425366,3679,840406147
126720,92.862976,376497,438341,3589,841287619
126848,92.891006,378490,473250,3787,842169092
126976,92.740005,376766,443790,4882,843050360
127104,92.559006,374280,474480,4388,843953094
127232,93.095001,377002,433137,9353,844848647
127360,93.507004,378803,442019,5497,845744200
127488,93.169006,375377,428462,4787,846632712
127616,93.838928,376473,430425,4918,847528264
127744,93.097008,376600,465124,5146,848416776
127872,93.567001,377852,458805,4278,849305288
128000,93.785004,378094,446272,4018,850186763
