array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
15872;1.2050000429;7265;547;32;126976;88172134400;7009885
16000;1.2670000792;7578;524;22;128000;89600000000;6766795
16128;1.3320000172;9636;497;23;129024;91039334400;7133915
16256;1.2990000248;9545;461;28;130048;92490137600;7200738
16384;1.2930001020;9232;483;25;131072;93952409600;7152645
16512;1.3670001030;9271;779;20;132096;95426150400;7230278
16640;1.3750001192;10216;475;30;133120;96911360000;7385021
16768;1.9460000992;9231;727;27;134144;98408038400;7535753
16896;1.4050000906;10440;484;16;135168;99916185600;7572621
17024;2.7220001221;8011;816;26;136192;101435801600;7440461
17152;2.2680001259;9129;677;23;137216;102966886400;7400819
17280;1.3010001183;10090;516;27;138240;104509440000;7790817
17408;1.4590001106;10318;502;29;139264;106063462400;7844143
17536;1.3890000582;10791;450;22;140288;107628953600;7652304
17664;1.4390000105;9488;771;33;141312;109205913600;7661950
17792;1.4750000238;9656;494;20;142336;110794342400;7900180
17920;1.4500000477;10535;569;27;143360;112394240000;7995748
18048;1.4910000563;10448;609;23;144384;114005606400;7984844
18176;1.4560000896;9098;677;18;145408;115628441600;7748831
18304;1.5130001307;11073;559;20;146432;117262745600;8111008
18432;1.7230000496;10579;592;17;147456;118908518400;8100977
18560;1.5000001192;9782;656;24;148480;120565760000;7994805
18688;1.6090000868;13141;556;22;149504;122234470400;8670748
18816;1.4650000334;11157;651;21;150528;123914649600;8305067
18944;1.4500000477;9597;700;18;151552;125606297600;8165179
19072;1.6130000353;10063;501;29;152576;127309414400;8388092
19200;1.5440000296;12868;786;30;153600;129024000000;8661290
19328;1.5740001202;9923;637;21;154624;130750054400;8480583
19456;1.7030000687;11129;491;16;155648;132487577600;8567791
19584;2.6170001030;12834;570;26;156672;134236569600;8655233
19712;1.4310001135;10153;656;22;157696;135997030400;8548983
19840;1.6520000696;12872;583;20;158720;137768960000;8887818
19968;1.6820000410;12406;758;19;159744;139552358400;8899901
20096;1.7080000639;12915;565;18;160768;141347225600;9187638
20224;1.6400001049;11057;573;13;161792;143153561600;8787004
20352;1.7240000963;12891;802;26;162816;144971366400;9243183
20480;1.6960000992;11592;602;17;163840;146800640000;9126103
20608;2.0450000763;12312;728;24;164864;148641382400;9326215
20736;1.7750000954;15488;643;21;165888;150493593600;9545781
20864;3.0110001564;10771;641;15;166912;152357273600;9000609
20992;1.6630001068;10647;912;24;167936;154232422400;8987944
21120;1.7600001097;13640;618;17;168960;156119040000;9463647
21248;1.7420001030;12677;814;21;169984;158017126400;9356696
21376;1.7830001116;13603;582;20;171008;159926681600;9586302
21504;3.8190002441;13384;666;28;172032;161847705600;9620544
21632;1.6570000648;16676;624;28;173056;163780198400;9957668
21760;1.7820000648;12182;664;20;174080;165724160000;9584747
21888;1.8380000591;14011;655;19;175104;167679590400;9890776
22016;1.8190001249;13254;585;26;176128;169646489600;9784445
22144;1.8860000372;17281;811;20;177152;171624857600;10139713
22272;2.0390000343;16438;668;30;178176;173614694400;10341319
22400;1.8460000753;13198;512;24;179200;175616000000;9904155
22528;4.0440001488;14740;736;31;180224;177628774400;10187811
22656;1.6390000582;11353;567;23;181248;179653017600;9841921
22784;1.6990001202;12276;628;19;182272;181688729600;10207851
22912;1.7960001230;13519;650;17;183296;183735910400;10191693
23040;3.3930001259;13702;803;22;184320;185794560000;10270952
23168;1.6990001202;13441;597;22;185344;187864678400;10160848
23296;1.9290001392;14875;792;19;186368;189946265600;10334002
23424;1.9090000391;13420;556;22;187392;192039321600;10604682
23552;1.9440001249;13599;924;20;188416;194143846400;10439617
23680;1.8450000286;14196;578;14;189440;196259840000;10504141
23808;1.9910000563;15599;926;16;190464;198387302400;10648003
23936;1.8980001211;16344;654;22;191488;200526233600;10811916
24064;1.9890000820;14697;624;19;192512;202676633600;10694839
24192;2.0070002079;14988;655;22;193536;204838502400;10766468
24320;1.8830001354;16409;693;21;194560;207011840000;11205178
24448;1.7880001068;13732;656;17;195584;209196646400;10689733
24576;1.8680000305;17060;674;27;196608;211392921600;11220765
24704;2.0210001469;13789;580;28;197632;213600665600;10878132
24832;1.9730000496;14781;697;28;198656;215819878400;10899142
24960;2.0429999828;14844;726;20;199680;218050560000;10991306
25088;4.0550003052;16153;813;29;200704;220292710400;11283864
25216;2.7150001526;14552;615;24;201728;222546329600;11150807
25344;2.6260001659;15266;972;23;202752;224811417600;11356629
25472;1.9210001230;15716;608;24;203776;227087974400;11530446
25600;2.2369999886;19798;1061;16;204800;229376000000;11889455
25728;2.1820001602;19076;734;29;205824;231675494400;11715301
25856;2.2460000515;21327;657;18;206848;233986457600;12142871
25984;3.3460001945;16885;733;12;207872;236308889600;11606249
26112;2.1800000668;19459;1025;23;208896;238642790400;11986918
26240;2.2450001240;17264;725;30;209920;240988160000;12059471
26368;2.1850001812;16299;838;20;210944;243344998400;11717815
26496;2.1360001564;15353;1041;29;211968;245713305600;11792825
26624;2.1220002174;18140;743;18;212992;248093081600;12120741
26752;2.3120000362;19145;1042;20;214016;250484326400;12313440
26880;2.4730000496;17561;904;18;215040;252887040000;12084637
27008;2.2770001888;16562;737;21;216064;255301222400;12251682
27136;2.9630000591;20879;733;25;217088;257726873600;12699052
27264;2.0620000362;19270;841;24;218112;260163993600;12389318
27392;2.2720000744;17229;893;22;219136;262612582400;12175631
27520;2.3650000095;22010;679;26;220160;265072640000;12770480
27648;2.2700002193;15831;626;30;221184;267544166400;12200275
27776;2.3750000000;23012;966;19;222208;270027161600;13082167
27904;2.1140000820;18796;610;14;223232;272521625600;12709074
28032;2.2910001278;18585;735;17;224256;275027558400;12775183
28160;2.3800001144;22076;1172;18;225280;277544960000;13107010
28288;2.4200000763;20076;814;25;226304;280073830400;13016373
28416;2.3860001564;18666;929;27;227328;282614169600;12803148
28544;3.6690001488;21648;832;31;228352;285165977600;13299145
28672;2.2300000191;23725;841;14;229376;287729254400;13466708
28800;2.8850002289;22153;1116;20;230400;290304000000;13513055
28928;2.2840001583;19012;907;26;231424;292890214400;13164929
29056;2.4950001240;21268;733;24;232448;295487897600;13423641
29184;3.0800001621;18870;771;28;233472;298097049600;13394254
29312;2.2240002155;20238;838;18;234496;300717670400;13353768
29440;2.4440000057;17806;1101;13;235520;303349760000;13012680
29568;2.5210001469;21673;894;22;236544;305993318400;13574995
29696;3.4940001965;22887;1031;25;237568;308648345600;13820368
29824;4.6470003128;19497;1055;33;238592;311314841600;13532078
29952;2.5170001984;20612;909;30;239616;313992806400;13445819
30080;2.6380000114;25122;1128;40;240640;316682240000;14214491
30208;2.3620002270;25543;735;25;241664;319383142400;14274723
30336;2.6010000706;21525;1079;26;242688;322095513600;13842917
30464;4.0960001945;29699;1245;23;243712;324819353600;14947433
30592;2.2880001068;19111;757;20;244736;327554662400;13694842
30720;2.3500001431;21608;750;18;245760;330301440000;14210936
30848;5.3910002708;17834;924;22;246784;333059686400;13626748
30976;2.3910000324;23945;790;19;247808;335829401600;14389757
31104;3.2730002403;20252;1135;21;248832;338610585600;13898974
31232;2.7730002403;18119;1127;21;249856;341403238400;13909027
31360;2.3950002193;21241;751;27;250880;344207360000;14326722
31488;3.2200002670;21894;1089;16;251904;347022950400;14080700
31616;2.4930000305;24227;992;30;252928;349850009600;14570366
31744;2.7710001469;24936;751;29;253952;352688537600;14839595
31872;2.7100000381;22628;734;24;254976;355538534400;14572310
32000;2.5020000935;23238;950;15;256000;358400000000;14723039
32128;2.4050002098;22298;806;28;257024;361272934400;14465074
32256;2.7580001354;23759;888;21;258048;364157337600;14837973
32384;3.4540002346;23380;1108;19;259072;367053209600;14683601
32512;3.0540001392;28188;1080;17;260096;369960550400;15484522
32640;3.2390000820;26055;969;27;261120;372879360000;15398146
32768;2.7280001640;22126;1045;23;262144;375809638400;14958684
32896;4.0360002518;21694;940;32;263168;378751385600;14747707
33024;2.8680000305;24983;763;22;264192;381704601600;15460016
33152;2.8200001717;23348;821;13;265216;384669286400;15216954
33280;2.5510001183;23317;804;24;266240;387645440000;15404577
33408;2.8960001469;23464;1306;19;267264;390633062400;15309692
33536;6.1810002327;29789;1459;29;268288;393632153600;15918284
33664;2.8450000286;23129;724;35;269312;396642713600;15316531
33792;2.7860000134;24059;940;28;270336;399664742400;15469146
33920;2.7730002403;21610;1120;14;271360;402698240000;15172780
34048;2.9110002518;24266;988;19;272384;405743206400;15685721
34176;2.9110002518;24497;1037;29;273408;408799641600;15653098
34304;2.6010000706;22093;941;28;274432;411867545600;15262394
34432;2.8680000305;23578;958;28;275456;414946918400;15459589
34560;3.0100002289;27256;957;23;276480;418037760000;16245056
34688;2.6570000648;26024;740;18;277504;421140070400;16035870
34816;2.9430000782;23573;851;19;278528;424253849600;15853384
34944;2.6510000229;23573;815;26;279552;427379097600;15943296
35072;2.9220001698;22283;705;16;280576;430515814400;15737582
35200;4.0730004311;28683;1184;24;281600;433664000000;16572919
35328;2.9850001335;22773;963;20;282624;436823654400;16008949
35456;3.0370001793;26420;1095;19;283648;439994777600;16273960
35584;2.8380000591;24811;1172;29;284672;443177369600;16335403
35712;3.1860001087;30202;953;32;285696;446371430400;17180767
35840;2.9340002537;28232;1075;15;286720;449576960000;16739835
35968;2.7500002384;27689;1004;30;287744;452793958400;16570481
36096;3.0860002041;25575;933;28;288768;456022425600;16632857
36224;4.0080003738;23138;1024;21;289792;459262361600;16545513
36352;3.0630002022;24084;1083;21;290816;462513766400;16519177
36480;6.6490001678;27812;1246;24;291840;465776640000;16852251
36608;3.1390001774;28053;838;24;292864;469050982400;16901187
